QuestionID,Question,Label1,Label2,Dbpedia-Relation,RelationTotal,wordCountWithput@@@,Word Count(Avg),Explicit(Avg),Hidden(Avg),Common,relnliodLogs,qanary_component-DiambiguationProperty-OKBQA,qanary_component-AnnotationofSpotProperty,K-cap,isiah
10200,Who had  Joe Purcell and Winston Bryant as lieutenants ?,board,,http://dbpedia.org/ontology/board,1,1,1,1,0,0,0,,,1,1
10201,Did stan lee narrate the incredible hulk tv show ?,owning company,network's ,"http://dbpedia.org/ontology/owningCompany,http://dbpedia.org/ontology/network",2,1.5,1.5,0.5,0,0,0,,,1,1
10202,How many sports are played in organizations presided by Emanuel de Guzman ?,developer,hear,"http://dbpedia.org/ontology/voice,http://dbpedia.org/ontology/developer",2,1,1,0.5,0,0,0,0,0,0,0
10203,"What is common between sports played at Fr Agnel School and Jr college, and the genre of Virtual Kasparov ?",ingredient,,http://dbpedia.org/ontology/ingredient,1,1,1,1,0,0,1,,,0,1
10204,How many different genres of games are produced by Blizzard ?,study,,http://dbpedia.org/ontology/field,1,1,1,0,0,0,,,,0,1
10205,Name the river flowing through Reading and source place as Gloucestershire ?,performer,,http://dbpedia.org/ontology/artist,1,1,1,0,0,0,1,1,1,0,1
10206,Who was in conflicts of Fort Barrancas and Gadsden ?,languages,live in,http://dbpedia.org/ontology/language,1,3,3,0,0,0,0,,,0,0
10207,What are some cars which came before the ones on a GM B base ?,voice,,http://dbpedia.org/ontology/voice,1,1,1,1,0,0,1,,,0,0
10208,Name few companies founded in Texas ?,tenant,tenant,"http://dbpedia.org/ontology/tenant,http://dbpedia.org/ontology/tenant",2,1,1,1,0,0,1,0,0,0,1
10209,Count all the ethinic group who speaks language which belongs to Anglo-Frisian language family ?,places,places,http://dbpedia.org/ontology/deathPlace,1,2,2,0,0,0,,,,0,0
10211,Name all those whose spouses have performed with Tony Bennett ?,located,,http://dbpedia.org/ontology/locationCity,1,1,1,0,0,0,1,,,1,0
10212,What are the books written by the the person who made the Novelas ejemplares ?,parents,successor,"http://dbpedia.org/ontology/parent,http://dbpedia.org/ontology/successor",2,1,1,0.5,0,0,,0.5,0,0,1
10213,Whos a famous relative of anne spielberg ?,based on,wrote,"http://dbpedia.org/ontology/basedOn,http://dbpedia.org/ontology/author",2,1.5,1.5,0.5,0,0,0,,0,1,0
10214,Name the TV show whose network is NBC and is the subsequent work of Fraiser ?,sculpted,voiced,http://dbpedia.org/ontology/voice,1,2,2,0,0,0,0,1,1,1,1
10215,Does chicago own the washington station on the CTA Blue Line ?,born in,team,http://dbpedia.org/ontology/team,1,3,3,1,0,0,0,0,0,0,1
10216,Give the distinct number of other party of the people which have one of the party as Janata Party ?,anthem ,,http://dbpedia.org/ontology/anthem,1,1,1,1,0,0,,,,0,1
10217,"Count the units garrisoned at Arlington County, Virginia. ?",tributary,in,"http://dbpedia.org/ontology/leftTributary,http://dbpedia.org/ontology/city",2,1,1,0,0,0,0.5,,,0,0
10219,List all the co-founders of the non for profit which have founding member as David pressman ?,former,team,http://dbpedia.org/ontology/formerTeam,1,2,2,0,0,0,0,0,,0,0
10220,how many companies are located in a spanish speaking region ?,species,origins of ,"http://dbpedia.org/ontology/species,http://dbpedia.org/ontology/origin",2,1.5,1.5,0.5,0,0,0,0.5,,0,0
10221,What are some US citizens famous for ?,author,,http://dbpedia.org/ontology/author,1,1,1,1,0,0,,0,0,0,1
10222,Which genre of books are published by Random House ?,in,,http://dbpedia.org/ontology/garrison,1,1,1,0,0,0,1,,1,0,0
10223,How many golf players are there in Arizona State Sun Devils ?,founder,,http://dbpedia.org/ontology/founder,1,1,1,1,0,0,0,0,0,0,0
10224,Which rivers start in Wyoming ?,@@@,show,"http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/related",2,0.5,1,0,0.5,0,0,0,0,1,0
10225,"What country is Jeffrey Werleman from, which also has the American Mediterranean Sea ?",former,former,"http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/formerTeam",2,1,1,0,0,0,0,,,0,0
10227,The Prime minister who worked in the Khmer Issarak follows which religion ?,head office,places,http://dbpedia.org/ontology/headquarter,1,3,3,0,0,0,0,,,0,0
10228,Who coached the marquet golden eagels during 2013 ?,awarded,,http://dbpedia.org/ontology/award,1,1,1,0,0,0,1,1,1,0,1
10229,Is Tea the main ingredient of Lahpet ?,@@@,live,"http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/residence",2,0.5,1,0,0.5,0,,,,0,0
10231,Which tenant of New Sanno Hotel is the military branch of the Gary Holder-Winfield ?,designed,layout,http://dbpedia.org/ontology/layout,1,2,2,1,0,0,1,,0,0,1
10232,How many destinations are covered by the airlines which also serves Europe ?,assembled,,http://dbpedia.org/ontology/assembly,1,1,1,0,0,0,,,,0,0
10234,How many famous people are born in Long Island ?,shrines,shrine,"http://dbpedia.org/ontology/majorShrine,http://dbpedia.org/ontology/majorShrine",2,1,1,0,0,0,,,0,0,0
10235,List the newspapers whose offices are situated in 1211 Avenue of the Americas ?,died,,http://dbpedia.org/ontology/deathCause,1,1,1,0,0,0,1,0,,0,0
10237,What are the movies whose cinematographer is Gregg Toland ?,opponents ,buried,http://dbpedia.org/ontology/opponent,1,2,2,0,0,0,0,0,0,0,1
10238,Who is the person who are on the board of Freedom of the City ?,university,500000,"http://dbpedia.org/ontology/university,http://dbpedia.org/ontology/university",2,1,1,0.5,0,1,0,1,1,1,1
10239,Name the sitcoms whose network's owning company is Chris-Craft Industries ?,species,,http://dbpedia.org/ontology/species,1,1,1,1,0,0,1,1,1,0,1
10240,How many developers have games where I can hear Lightning McQueen ?,@@@,@@@,"http://dbpedia.org/ontology/militaryRank,http://dbpedia.org/ontology/almaMater",2,0,1,0,1,0,0,0,0,0,0
10242,List the ingredient of Blodpalt ?,ideology,@@@,"http://dbpedia.org/ontology/ideology,http://dbpedia.org/ontology/type",2,0.5,1,0.5,0.5,0,,0,,0,1
10243,Does Caroline Augusta Foley Rhys Davids study Buddhism ?,@@@,,http://dbpedia.org/ontology/ground,1,0,1,0,1,0,,0,0,0,0
10244,Who is the performer of Bengali in Platforms ?,fought,relatives,"http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/relation",2,1,1,0,0,0,0.5,0,0.5,0,1
10247,"In how many other states do people live, whose languages are spoken in Nebraska ?",honours,,http://dbpedia.org/ontology/honours,1,1,1,1,0,0,,,0,0,1
10248,What are some fictional characters whose voice is in the peanuts movie ?,@@@,written,http://dbpedia.org/ontology/network,1,1,2,0,1,0,0,0,0,0,0
10249,What is the total number of other tenant of the stadia whose one of the tenant is Raptors 905 ?,@@@,rented,http://dbpedia.org/ontology/tenant,1,1,2,0,1,0,1,,1,0,0
10250,In how many places have Irishmen died ?,@@@,instrument,http://dbpedia.org/ontology/instrument,1,1,2,1,1,0,1,0,1,0,0
10251,List the stadium of the teams which uses Nea Smyrni  as one of the stadium ?,start in,,http://dbpedia.org/ontology/sourceMountain,1,2,2,0,0,0,,,,0,0
10252,How many companies are located in Toronto ?,@@@,manufacturers,"http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/manufacturer",2,0.5,1,0,0.5,0,0,0,0,0,0
10253,Who is a successor of Kingship whose parents were Julius Caesar ?,relative,,http://dbpedia.org/ontology/relative,1,1,1,1,0,0,,,,0,0
10254,Who wrote the musical based on Mary Poppins ?,family,,http://dbpedia.org/ontology/family,1,1,1,1,0,0,,,,0,1
10255,How many people have voiced characters sculpted by Clamp ?,government type,,http://dbpedia.org/ontology/governmentType,1,2,2,1,0,0,0,0,0,0,0
10256,What team has  players  born in Dominican Republic ?,subsequent work,developed by,"http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/developer",2,2,2,0.5,0,0,0,,,0,0
10258,Was Derg the anthem of Ethopia ?,@@@,,http://dbpedia.org/ontology/foundedBy,1,0,1,0,1,0,0,,,0,0
10259,"What cities does the river goes through, whose tributary is the little black river in Arkansas ?",subsequent work,performer,"http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/artist",2,1.5,1.5,0.5,0,0,0.5,0.5,0.5,0,0
10260,How many other characters are there of the plays which has a  characters name Joker (comics) ?,debut team,,http://dbpedia.org/ontology/debutTeam,1,2,2,1,0,0,1,1,1,0,1
10261,For how many other teams have the former players of Boston Bruins played ?,@@@,,http://dbpedia.org/ontology/literaryGenre,1,0,1,0,1,0,,,,0,0
10263,Count the different origins of members of the Vitis Vinifera species. ?,programming language,operating system,http://dbpedia.org/ontology/operatingSystem,1,4,4,1,0,0,0,0,0,0,1
10265,Who is the author of Karakuri Dji Ultimo ?,homeport,,http://dbpedia.org/ontology/homeport,1,1,1,1,0,0,,,,0,0
10266,Was the  2d Command and Control Squadron barracked in Colorado ?,company,,http://dbpedia.org/ontology/owningCompany,1,1,1,0,0,0,,0,0,1,1
10267,"Who is the founder of Hohenau, Paraguay ?",leader,,http://dbpedia.org/ontology/leaderName,1,1,1,0,0,0,1,0,0,0,0
10268,List the show related to the which was followed by Doctor Who Extra ?,species,,http://dbpedia.org/ontology/species,1,1,1,1,0,0,1,1,1,0,1
10269,Count the number teams which have  former ice hockey players which also included American Hockey League ?,painter,,http://dbpedia.org/ontology/illustrator,1,1,1,0,0,0,1,0,1,0,1
10270,Members of how many political parties have died in Delhi ?,format,,http://dbpedia.org/ontology/format,1,1,1,1,0,0,1,0,,1,1
10271,"To how many places does the airlines fly, whose head office is located at the Gatwick Airport ?",capital,located,"http://dbpedia.org/ontology/region,http://dbpedia.org/ontology/countySeat",2,1,1,0,0,0,,0,,0,0
10272,Which political figures were awarded Screen Actors Guild Life Achievement Award ?,opening theme,subsequent work,"http://dbpedia.org/ontology/openingTheme,http://dbpedia.org/ontology/subsequentWork",2,2,2,1,0,0,0,,,0,1
10273,Where do current famous NatGeo photographers live ?,direct,,http://dbpedia.org/ontology/director,1,1,1,0,0,0,,0,,0,0
10275,How many awards have been given to Italians ?,owner,,http://dbpedia.org/ontology/owner,1,1,1,1,0,0,1,1,1,0,1
10276,How many different layouts do cars designed by Oliver Boulay have ?,@@@,,http://dbpedia.org/ontology/industry,1,0,1,0,1,0,,,,0,0
10277,Is Hyundai Lavita assembled in Malaysia ?,in,owners,"http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/owner",2,1,1,0,0,0,0.5,0.5,0,0,0
10279,How many other Guests are there of the television episodes whose Guests is Brian d'Arcy James ?,flows,cities,http://dbpedia.org/ontology/outflow,1,2,2,0,0,0,0,,,0,1
10280,List the shrines of the saint whose one of the shrine is Ponza ?,jurisdiction of,located in,http://dbpedia.org/ontology/leaderName,1,4,4,0,0,0,,,,0,0
10281,Who died due to Morphine ?,railway line,,"http://dbpedia.org/ontology/type,http://dbpedia.org/ontology/servingRailwayLine",2,1,1,0,0,0,0,,,0,0
10282,How many mammals are in the Chordate phylum ?,doctoral student,,http://dbpedia.org/ontology/doctoralStudent,1,2,2,1,0,0,0,,,0,1
10283,How many people were opponents of the ones buried in the tower of London ?,originating ,,http://dbpedia.org/ontology/hometown,1,1,1,0,0,0,,0,,0,0
10284,Name the common university of the Cardinal and Jim Wylie ?,awards,,http://dbpedia.org/ontology/award,1,1,1,0,0,0,,1,1,0,1
10285,Name the species of Southwest African lion ?,teams,team,"http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/team",2,1,1,0.5,0,0,,0,,0,0
10286,From how many different institutes have the members of Judge Advocate General's Corps graduated ?,opponents ,relatives,"http://dbpedia.org/ontology/relation,http://dbpedia.org/ontology/opponent",2,1,1,0,0,0,1,0,0.5,0,1
10287,In how many different places have ehtics philosophers died ?,region,,http://dbpedia.org/ontology/region,1,1,1,1,0,0,1,0,0,0,1
10288,What political ideology of the Palang Dharma Party is relegion of Inthakin ?,produced,great things,http://dbpedia.org/ontology/producer,1,3,3,0,0,0,,0,,0,1
10290,Where did Fort Lauderdale Strikers season of 16 take place ?,associate musical,,http://dbpedia.org/ontology/associatedMusicalArtist,1,2,2,0,0,0,,0,,0,1
10291,What are some relatives of the people who fought in Operation Barbarossa ?,end of,,http://dbpedia.org/ontology/routeEnd,1,2,2,0,0,0,1,,,1,1
10292,Is Mike Babcock the head coach of Toronto Maple Leafs ?,commander,500000,"http://dbpedia.org/ontology/commander,http://dbpedia.org/ontology/commander",2,1,1,0.5,0,1,0,0,,0,0
10293,Is Audie Murphy buried in the Arlington national cementery ?,commander,,http://dbpedia.org/ontology/commander,1,1,1,1,0,0,1,0,1,0,1
10294,What honours did Reigh Count receive ?,are,religion,"http://dbpedia.org/ontology/party,http://dbpedia.org/ontology/religion",2,1,1,0.5,0,0,0.5,,,0,1
10295,How many people have written stuff broadcasted on the Tokyo Broadcasting System ?,@@@,religions,http://dbpedia.org/ontology/profession,1,1,2,0,1,0,0,0,,0,0
10296,How many more teams have rented the stadium used by Raptors 905 ?,designed,developed,"http://dbpedia.org/ontology/designer,http://dbpedia.org/ontology/developer",2,1,1,0,0,0,0.5,0.5,0.5,1,0
10297,Give me a count of musicians who play an instrument developed by George Beauchamp ?,prime minister,,http://dbpedia.org/ontology/primeMinister,1,2,2,1,0,0,0,,,0,1
10298,"Does the St lawrence river start in Kingston, Ontario ?",founded by,,http://dbpedia.org/ontology/foundedBy,1,2,2,1,0,0,,0,0,0,0
10299,Give me an estimate of the number of manufacturers whose products are managed by MTR ?,part,founded,"http://dbpedia.org/ontology/part,http://dbpedia.org/ontology/foundationPlace",2,1,1,0.5,0,0,0,0,0,0,0
10302,Who is the fictional character whose relative is Vestigial Peter ?,creators,creators,"http://dbpedia.org/ontology/creator,http://dbpedia.org/ontology/creator",2,1,1,0,0,0,0,0,0,0,0
10304,What are a few molluscas whose family is Buccinidae ?,wine region,mouth country,"http://dbpedia.org/ontology/wineRegion,http://dbpedia.org/ontology/mouthCountry",2,2,2,1,0,0,1,0.5,0.5,0,1
10305,What type of government is elected in Kumta ?,doctoral student,,http://dbpedia.org/ontology/doctoralStudent,1,2,2,1,0,0,0,,0,0,0
10306,What is the television show whose subsequent work is Crusade (TV series) and developed by  J. Michael Straczynski ?,founded,,http://dbpedia.org/ontology/foundedBy,1,1,1,0,0,0,0,0,0,0,0
10307,"What people were born in Ridgewood, New Jersey ?",ascented,,http://dbpedia.org/ontology/firstAscentPerson,1,1,1,0,0,0,1,,1,0,1
10308,What is the company to which Fusajiro Yamauchi proprietor to ?,commanders,@@@,"http://dbpedia.org/ontology/commander,http://dbpedia.org/ontology/commander",2,0.5,1,0,0.5,0,0,,,0,1
10309,Who is the performer of the album whose subsequent work is Willie Nelson and Family ?,rivers,countries,"http://dbpedia.org/ontology/riverMouth,http://dbpedia.org/ontology/sourceCountry",2,1,1,0,0,0,0,0,0,0,1
10310,Name the debut team of Dan Otero ?,choreographed,former partner,"http://dbpedia.org/ontology/formerChoreographer,http://dbpedia.org/ontology/formerPartner",2,1.5,1.5,0.5,0,0,,0,,0,1
10311,How many utopian and dystopian fiction books are there ?,canonized,,http://dbpedia.org/ontology/canonizedBy,1,1,1,0,0,0,1,0,1,0,0
10312,Does the Westchester Avenue fall under the Bronx ?,governed by,city,http://dbpedia.org/ontology/leaderName,1,3,3,0,0,0,0,0,0,0,0
10313,Count the total number of software whose programming language is C++ and operating system is Microsoft Windows ?,in,,http://dbpedia.org/ontology/musicalArtist,1,1,1,0,0,0,,0,0,0,0
10314,How many albums were released under the Victor Entertainment label ?,subsidiary,,http://dbpedia.org/ontology/subsidiary,1,1,1,1,0,0,,0,0,1,1
10315,Does NOAAS Davidson (S 331) have a homeport in Seattle ?,zone,leaders,"http://dbpedia.org/ontology/timeZone,http://dbpedia.org/ontology/leaderName",2,1,1,0,0,0,0.5,,,0,0
10316,Which company owns Evraz ?,speaking,originating ,"http://dbpedia.org/ontology/officialLanguage,http://dbpedia.org/ontology/sourceCountry",2,1,1,0,0,0,,,,0,0
10317,Who is the leader of Panki block ?,notable work,,http://dbpedia.org/ontology/notableWork,1,2,2,1,0,0,0,,,1,0
10318,Name the species of Liger ?,largest city,,http://dbpedia.org/ontology/largestCity,1,2,2,1,0,0,1,0,0,1,1
10319,Is michelangelo the painter of The Persian Boy ?,hosted,@@@,http://dbpedia.org/ontology/tenant,1,1,2,0,1,0,0,0,0,0,0
10321,Which television shows has sound format as 5.1 surround ?,coach,@@@,http://dbpedia.org/ontology/coach,1,1,2,1,1,0,0,0,0,0,1
10322,Where is the capital of Kelsey Creek located ?,fought,relatives ,http://dbpedia.org/ontology/relation,1,2,2,0,0,0,1,,0,0,0
10324,Name the TV show whose opening theme is Gary Portnoy and the subsequent work is Frasier ?,bronze medalist,,http://dbpedia.org/ontology/bronzeMedalist,1,2,2,1,0,0,1,1,1,0,1
10326,How many movies did Joel Schumacher direct ?,flow in,,http://dbpedia.org/ontology/mouthMountain,1,2,2,0,0,0,,,,0,0
10327,How many games are played at universities in Metro Manilla ?,alma mater,alma mater,"http://dbpedia.org/ontology/education,http://dbpedia.org/ontology/education",2,2,2,0,0,0,1,,,0,0
10328,Who is the owner of Saumarez ?,religion,@@@,"http://dbpedia.org/ontology/militaryBranch,http://dbpedia.org/ontology/religion",2,0.5,1,0.5,0.5,0,0.5,0,0.5,0,0
