,QuestionID,Question,Query,TripleSize,RelationTotal,BooleanAns,NumberAnswer,ListAnswer,ResourceTotal,ClassTotal,QuestionLength,Dharmen,SINA
156,10156.0,How many have been awarded by the Royal Society ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/awards> <http://dbpedia.org/resource/Royal_Society>  . },2.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0
164,10164.0,Count the number of sports team members  which have player named Matt Williams ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/name> <http://dbpedia.org/resource/Matt_Williams_(New_Zealand_footballer)> . ?x <http://dbpedia.org/property/name> ?uri },3.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,0.0
165,10165.0,How many other awards have been given to people who have won the Golden Globe ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Golden_Globe_Award> . ?x <http://dbpedia.org/property/awards> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Award>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,0.0
167,10167.0,How many other field are there of the scientists whose one of the field is Mathematics ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/field> <http://dbpedia.org/resource/Mathematics> . ?x <http://dbpedia.org/ontology/field> ?uri },3.0,2.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0
170,10170.0,How many sports are played in organizations presided by Emanuel de Guzman ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/president> <http://dbpedia.org/resource/Emanuel_de_Guzman> . ?x <http://dbpedia.org/ontology/sport> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Sport>},4.0,2.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0
171,10171.0,"What is common between sports played at Fr Agnel School and Jr college, and the genre of Virtual Kasparov ?", SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Virtual_Kasparov> <http://dbpedia.org/ontology/genre> ?uri. <http://dbpedia.org/resource/Fr._Agnel_Multipurpose_School_and_Junior_College> <http://dbpedia.org/ontology/sport> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,19.0,0.0,0.0
173,10173.0,Name the river flowing through Reading and source place as Gloucestershire ?,"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Reading,_Berkshire> . ?uri <http://dbpedia.org/ontology/sourcePlace> <http://dbpedia.org/resource/Gloucestershire>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>}",5.0,2.0,0.0,0.0,1.0,2.0,1.0,11.0,0.0,0.0
177,10177.0,Count all the ethinic group who speaks language which belongs to Anglo-Frisian language family ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/languageFamily> <http://dbpedia.org/resource/Anglo-Frisian_languages> . ?uri <http://dbpedia.org/property/languages> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/EthnicGroup>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,14.0,0.0,0.0
178,10178.0,Name all those whose spouses have performed with Tony Bennett ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/associatedMusicalArtist> <http://dbpedia.org/resource/Tony_Bennett> . ?uri <http://dbpedia.org/ontology/spouse> ?x  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0
179,10179.0,What are the books written by the the person who made the Novelas ejemplares ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/notableWork> <http://dbpedia.org/resource/Novelas_ejemplares> . ?uri <http://dbpedia.org/ontology/author> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0
182,10182.0,Does chicago own the washington station on the CTA Blue Line ?,ASK WHERE { <http://dbpedia.org/resource/Washington_station_(CTA_Blue_Line)> <http://dbpedia.org/property/owned> <http://dbpedia.org/resource/Chicago> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0
183,10183.0,Give the distinct number of other party of the people which have one of the party as Janata Party ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/otherParty> <http://dbpedia.org/resource/Janata_Party> . ?x <http://dbpedia.org/ontology/otherParty> ?uri },3.0,2.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0
184,10184.0,"Count the units garrisoned at Arlington County, Virginia. ?","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/garrison> <http://dbpedia.org/resource/Arlington_County,_Virginia>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryUnit>}",3.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0
186,10186.0,how many companies are located in a spanish speaking region ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/language> <http://dbpedia.org/resource/Spanish_language> . ?uri <http://dbpedia.org/ontology/location> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Organisation>},4.0,2.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0
188,10188.0,Which genre of books are published by Random House ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/publisher> <http://dbpedia.org/resource/Random_House> . ?x <http://dbpedia.org/property/subject> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book>},4.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0
189,10189.0,How many golf players are there in Arizona State Sun Devils ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/college> <http://dbpedia.org/resource/Arizona_State_Sun_Devils>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/GolfPlayer>},3.0,1.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,0.0
191,10191.0,"What country is Jeffrey Werleman from, which also has the American Mediterranean Sea ?",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jeffrey_Werleman> <http://dbpedia.org/ontology/birthPlace> ?uri. <http://dbpedia.org/resource/American_Mediterranean_Sea> <http://dbpedia.org/ontology/country> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0
194,10194.0,Is Tea the main ingredient of Lahpet ?,ASK WHERE { <http://dbpedia.org/resource/Lahpet> <http://dbpedia.org/property/mainIngredient> <http://dbpedia.org/resource/Tea> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0
195,10195.0,Which tenant of New Sanno Hotel is the military branch of the Gary Holder-Winfield ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/New_Sanno_Hotel> <http://dbpedia.org/ontology/tenant> ?uri. <http://dbpedia.org/resource/Gary_Holder-Winfield> <http://dbpedia.org/ontology/militaryBranch> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0
196,10196.0,How many destinations are covered by the airlines which also serves Europe ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/destinations> <http://dbpedia.org/resource/Europe> . ?x <http://dbpedia.org/property/destinations> ?uri },3.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0
197,10197.0,How many famous people are born in Long Island ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Long_Island>  . },2.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0
201,10201.0,Name the sitcoms whose network's owning company is Chris-Craft Industries ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/owningCompany> <http://dbpedia.org/resource/Chris-Craft_Industries> . ?uri <http://dbpedia.org/ontology/network> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0
202,10202.0,How many developers have games where I can hear Lightning McQueen ?,SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Lightning_McQueen> <http://dbpedia.org/ontology/voice> ?x . ?x <http://dbpedia.org/ontology/developer> ?uri  . },3.0,2.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0
206,10206.0,"In how many other states do people live, whose languages are spoken in Nebraska ?",SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Nebraska> <http://dbpedia.org/ontology/language> ?x . ?x <http://dbpedia.org/property/region> ?uri  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0
208,10208.0,What is the total number of other tenant of the stadia whose one of the tenant is Raptors 905 ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/tenant> <http://dbpedia.org/resource/Raptors_905> . ?x <http://dbpedia.org/ontology/tenant> ?uri },3.0,2.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0
209,10209.0,In how many places have Irishmen died ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/birthPlace> <http://dbpedia.org/resource/Ireland> . ?x <http://dbpedia.org/ontology/deathPlace> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0
210,10210.0,List the stadium of the teams which uses Nea Smyrni  as one of the stadium ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/stadium> <http://dbpedia.org/resource/Nea_Smyrni_Stadium> . ?x <http://dbpedia.org/property/stadium> ?uri  . },3.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,0.0
211,10211.0,How many companies are located in Toronto ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/Toronto>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>},3.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0
215,10215.0,What team has  players  born in Dominican Republic ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/birthPlace> <http://dbpedia.org/resource/Dominican_Republic> . ?x <http://dbpedia.org/ontology/team> ?uri  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0
218,10218.0,How many other characters are there of the plays which has a  characters name Joker (comics) ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/characters> <http://dbpedia.org/resource/Joker_(comics)> . ?x <http://dbpedia.org/property/characters> ?uri },3.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0
219,10219.0,For how many other teams have the former players of Boston Bruins played ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/formerTeam> <http://dbpedia.org/resource/Boston_Bruins> . ?x <http://dbpedia.org/property/playedFor> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SportsTeam>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
220,10220.0,Count the different origins of members of the Vitis Vinifera species. ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/species> <http://dbpedia.org/resource/Vitis_vinifera> . ?x <http://dbpedia.org/ontology/origin> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>},4.0,2.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,0.0
223,10223.0,"Who is the founder of Hohenau, Paraguay ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hohenau,_Paraguay> <http://dbpedia.org/ontology/founder> ?uri } ",2.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0
225,10225.0,Count the number teams which have  former ice hockey players which also included American Hockey League ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/formerTeam> <http://dbpedia.org/resource/American_Hockey_League> . ?x <http://dbpedia.org/ontology/formerTeam> ?uri },3.0,2.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0
226,10226.0,Members of how many political parties have died in Delhi ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/placeOfDeath> <http://dbpedia.org/resource/Delhi> . ?x <http://dbpedia.org/property/party> ?uri  . },3.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0
227,10227.0,"To how many places does the airlines fly, whose head office is located at the Gatwick Airport ?",SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/headquarter> <http://dbpedia.org/resource/Gatwick_Airport> . ?x <http://dbpedia.org/property/destinations> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,0.0,0.0
230,10230.0,How many awards have been given to Italians ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/birthPlace> <http://dbpedia.org/resource/Italy> . ?x <http://dbpedia.org/property/awards> ?uri  . },3.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0
233,10233.0,How many other Guests are there of the television episodes whose Guests is Brian d'Arcy James ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/guests> <http://dbpedia.org/resource/Brian_d'Arcy_James> . ?x <http://dbpedia.org/property/guests> ?uri },3.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0
236,10236.0,How many mammals are in the Chordate phylum ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/phylum> <http://dbpedia.org/resource/Chordate>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Mammal>},3.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0
237,10237.0,How many people were opponents of the ones buried in the tower of London ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/restingPlace> <http://dbpedia.org/resource/Tower_of_London> . ?x <http://dbpedia.org/ontology/opponent> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,14.0,0.0,0.0
238,10238.0,Name the common university of the Cardinal and Jim Wylie ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Stanford_Cardinal> <http://dbpedia.org/ontology/university> ?uri. <http://dbpedia.org/resource/Jim_Wylie> <http://dbpedia.org/ontology/university> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0
240,10240.0,From how many different institutes have the members of Judge Advocate General's Corps graduated ?,"SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/militaryRank> <http://dbpedia.org/resource/Judge_Advocate_General's_Corps,_United_States_Army> . ?x <http://dbpedia.org/ontology/almaMater> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/EducationalInstitution>}",4.0,2.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0
241,10241.0,In how many different places have ehtics philosophers died ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/mainInterests> <http://dbpedia.org/resource/Ethics> . ?x <http://dbpedia.org/property/placeOfDeath> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>},4.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0
242,10242.0,What political ideology of the Palang Dharma Party is relegion of Inthakin ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Palang_Dharma_Party> <http://dbpedia.org/ontology/ideology> ?uri. <http://dbpedia.org/resource/Inthakin> <http://dbpedia.org/ontology/type> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0
245,10245.0,Is Mike Babcock the head coach of Toronto Maple Leafs ?,ASK WHERE { <http://dbpedia.org/resource/Toronto_Maple_Leafs> <http://dbpedia.org/property/headCoach> <http://dbpedia.org/resource/Mike_Babcock> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0
246,10246.0,Is Audie Murphy buried in the Arlington national cementery ?,ASK WHERE { <http://dbpedia.org/resource/Audie_Murphy> <http://dbpedia.org/property/placeofburial> <http://dbpedia.org/resource/Arlington_National_Cemetery> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0
247,10247.0,What honours did Reigh Count receive ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Reigh_Count> <http://dbpedia.org/ontology/honours> ?uri } ,2.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0
248,10248.0,How many people have written stuff broadcasted on the Tokyo Broadcasting System ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/network> <http://dbpedia.org/resource/Tokyo_Broadcasting_System> . ?x <http://dbpedia.org/property/writer> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0
249,10249.0,How many more teams have rented the stadium used by Raptors 905 ?,SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Raptors_905> <http://dbpedia.org/property/arena> ?x . ?x <http://dbpedia.org/ontology/tenant> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Stadium>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0
250,10250.0,Give me a count of musicians who play an instrument developed by George Beauchamp ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/keyPeople> <http://dbpedia.org/resource/George_Beauchamp> . ?uri <http://dbpedia.org/ontology/instrument> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MusicalArtist>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0
251,10251.0,"Does the St lawrence river start in Kingston, Ontario ?","ASK WHERE { <http://dbpedia.org/resource/Saint_Lawrence_River> <http://dbpedia.org/ontology/sourceMountain> <http://dbpedia.org/resource/Kingston,_Ontario> }",3.0,1.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0
252,10252.0,Give me an estimate of the number of manufacturers whose products are managed by MTR ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/operator> <http://dbpedia.org/resource/MTR> . ?x <http://dbpedia.org/ontology/manufacturer> ?uri  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,0.0
257,10257.0,"What people were born in Ridgewood, New Jersey ?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/birthPlace> <http://dbpedia.org/resource/Ridgewood,_New_Jersey>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>}",3.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0
261,10261.0,How many utopian and dystopian fiction books are there ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Utopian_and_dystopian_fiction>  . },2.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0
262,10262.0,Does the Westchester Avenue fall under the Bronx ?,ASK WHERE { <http://dbpedia.org/resource/Westchester_Avenue> <http://dbpedia.org/property/counties> <http://dbpedia.org/resource/The_Bronx> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
263,10263.0,Count the total number of software whose programming language is C++ and operating system is Microsoft Windows ?, SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/programmingLanguage> <http://dbpedia.org/resource/C++> . ?uri <http://dbpedia.org/ontology/operatingSystem> <http://dbpedia.org/resource/Microsoft_Windows> } ,4.0,1.0,0.0,1.0,0.0,2.0,0.0,17.0,0.0,0.0
264,10264.0,How many albums were released under the Victor Entertainment label ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/label> <http://dbpedia.org/resource/Victor_Entertainment>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Album>},3.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0
273,10273.0,How many movies did Joel Schumacher direct ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Joel_Schumacher>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},3.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0
274,10274.0,How many games are played at universities in Metro Manilla ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/state> <http://dbpedia.org/resource/Metro_Manila> . ?x <http://dbpedia.org/property/athletics> ?uri  . },3.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0
277,10277.0,How many owners are there of things located in Alabama ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Alabama> . ?x <http://dbpedia.org/ontology/owner> ?uri  . },3.0,2.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0
278,10278.0,Was the FIS Alpine World Ski Championship of 1950 held in Colorado ?,ASK WHERE { <http://dbpedia.org/resource/FIS_Alpine_World_Ski_Championships_1950> <http://dbpedia.org/property/hostCity> <http://dbpedia.org/resource/Colorado> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0
279,10279.0,How many cities are around the sea into which the aegean sea flows ?,SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Aegean_Sea> <http://dbpedia.org/ontology/outflow> ?x . ?x <http://dbpedia.org/property/cities> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Sea>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,13.0,0.0,0.0
