,QuestionID,Question,Label1,Label2,Dbpedia-Relation,RelationTotal,wordCountWithput@@@,Word Count(Avg),Explicit(Avg),Hidden(Avg),Common,relnliodLogs,qanary_component-DiambiguationProperty-OKBQA,qanary_component-AnnotationofSpotProperty,K-cap,isiah
420,10505,"How many major shrine are there, of the saints whose beatified by Pope Pius XI ?",tombs,fought,http://dbpedia.org/ontology/militaryUnit,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
422,10509,How many different kinds of games are published by Interplay Entertainment ?,used to play,0.0,http://dbpedia.org/ontology/formerTeam,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
429,10517,Does Walt Disney Studio have a subsidiary called PixarCascadia_ ?,position,play for,http://dbpedia.org/ontology/team,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
430,10518,Who is the leader of the Kriminalpolizei and Ordnungspolizei ?,region,0.0,http://dbpedia.org/ontology/region,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
431,10519,Does vance johnson play as a wide receiver ?,@@@,0.0,http://dbpedia.org/ontology/nationality,1,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0
432,10521,How many different products are there of the companies located in the US ?,are in,0.0,"http://dbpedia.org/ontology/format,http://dbpedia.org/ontology/format",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
434,10523,"Who are the people which were the influencer of the person, who influenced Costanzo Preve ?",participants,0.0,http://dbpedia.org/ontology/league,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
435,10526,What is the region of the successor of Mr. Jerome B. Chaffee ?,institute,studied,http://dbpedia.org/ontology/campus,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
437,10528,Who first ascented a mountain of Cathedral Peak (California) ?,involved,military unit,http://dbpedia.org/ontology/militaryUnit,1,3.0,3.0,1.0,0.0,0,0.0,0.0,0.0,0,0
439,10530,"What all is produced by companies in Douglas, Isle of Man ?",recorded,0.0,http://dbpedia.org/ontology/recordedIn,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
442,10535,How many fictional characters are there in a series in which Craig Robinson acted ?,served,country,"http://dbpedia.org/ontology/regionServed,http://dbpedia.org/ontology/country",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
443,10536,Which television show is the subsequent work of Frasier and the opening theme is Gary Portnoy ?,go ,go,http://dbpedia.org/ontology/targetAirport,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
444,10537,in which country does the river end which originates in Lebrsnik ?,ends,begin,"http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/routeStart",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
447,10541,Count all the games whose distributors are located in America ?,played,plas,http://dbpedia.org/ontology/athletics,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
449,10543,What is the owning organisation of the Ford Kansas City Assembly Plant and also the builder of the Ford Y-block engine ?,famous,500000,"http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/knownFor",2,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0,0
450,10544,List the former partner of the figure skaters whose former choreographer was Igor Shpillband. ?,@@@,religion,http://dbpedia.org/ontology/religion,1,1.0,2.0,1.0,1.0,0,0.0,0.0,0.0,0,0
451,10545,What is the title of Kakae ?,end,0.0,http://dbpedia.org/ontology/routeEnd,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
457,10551,What is the appliance which uses the central processing unit manufactured by Marvell Technology Group ?,demise,@@@,"http://dbpedia.org/ontology/deathCause,http://dbpedia.org/ontology/deathCause",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
459,10555,How many people used to play in the youthclub of FC Barcelona ?,played,0.0,http://dbpedia.org/ontology/athletics,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
462,10558,Who are the tenants of MasterCard Centre ?,@@@,@@@,"http://dbpedia.org/ontology/institution,http://dbpedia.org/ontology/birthPlace",2,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0
463,10559,Is nintendo in the video games industry ?,in,mouth place,"http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/mouthPlace",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
464,10560,"Which award that has been given to James F Obrien, had used Laemmle Theatres for some service ?",associated,music composer,http://dbpedia.org/ontology/musicComposer,1,3.0,3.0,1.0,0.0,0,0.0,0.0,0.0,0,0
465,10562,Does the croton river flow into the hudson ?,come in power,500000,"http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/leaderName",2,2.0,2.0,0.0,0.0,1,0.0,0.0,0.0,0,0
471,10569,Which associated band of the Teddy Riley is also the performer of the Before I Let You Go ?,chaired,homestadiums,"http://dbpedia.org/ontology/chairman,http://dbpedia.org/ontology/homeStadium",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
472,10570,How many developers have worked on games of the Oddworld series ?,parties,governed,"http://dbpedia.org/ontology/party,http://dbpedia.org/ontology/leaderName",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
473,10571,Count everyone who was in a youthclub chaired by Josep Maria Bartomeu ?,written,runs,"http://dbpedia.org/ontology/operatingSystem,http://dbpedia.org/ontology/programmingLanguage",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
474,10572,Is Peter Piper Pizza in the pizza industry ?,chairman,home stadium,"http://dbpedia.org/ontology/chairman,http://dbpedia.org/ontology/homeStadium",2,1.5,1.5,1.0,0.0,0,0.0,0.0,0.0,0,0
478,10576,name the mountain range of Le Gibloux ?,shareholders,0.0,http://dbpedia.org/ontology/owner,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
481,10579,How many Thesaban towns are there ?,originate,0.0,http://dbpedia.org/ontology/mouthPlace,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
482,10580,Did Oliver Sacks study at the Columbia University ?,@@@,0.0,http://dbpedia.org/ontology/kingdom,1,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0
483,10581,How many other genere are there of the radio stations whose one of the genre  is Classic rock ?,@@@,0.0,http://dbpedia.org/ontology/team,1,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0
484,10582,name the races where bobby beasley took part ?,run by,netwotk,"http://dbpedia.org/ontology/owningCompany,http://dbpedia.org/ontology/network",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
492,10590,What people are known to work for Johnny Cash ?,network,judges,http://dbpedia.org/ontology/network,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
493,10591,What rivers originate from Australian Alps ?,worked,creator,"http://dbpedia.org/ontology/occupation,http://dbpedia.org/ontology/creator",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
495,10593,What is the television show whose sculptor is C. E. Webber and composed by Murray Gold ?,religion,0.0,http://dbpedia.org/ontology/hometown,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
496,10595,In how many different places have people beatified by Pope Pius X died ?,has,0.0,http://dbpedia.org/ontology/architecturalStyle,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
499,10598,Who directed the haunted house and alice in wonderland ?,campus,campus,"http://dbpedia.org/ontology/campus,http://dbpedia.org/ontology/campus",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
502,10601,Is the Bucyrus MT6300AC assembled in north america ?,team,teams,http://dbpedia.org/ontology/formerTeam,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
504,10603,Who develops the computation platform of Microsoft Expression Encoder ?,organisation,region,"http://dbpedia.org/ontology/type,http://dbpedia.org/ontology/regionServed",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
506,10605,Which movies' composers have won a BAFTA for film music ?,author,0.0,"http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/author",2,0.5,0.5,0.5,0.0,0,0.0,0.0,0.0,0,0
507,10606,Is Microsoft office written in C++ ?,unitary,0.0,http://dbpedia.org/ontology/governmentType,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
509,10610,How many people used to play for Toronto Argonauts ?,located,0.0,http://dbpedia.org/ontology/location,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
510,10611,In how many languages did Marika Gombitova sing ?,@@@,theme music,http://dbpedia.org/ontology/hometown,1,2.0,3.0,0.0,1.0,0,0.0,0.0,0.0,0,0
513,10615,Which is the university of Vanderbilt Commodores ?,subjects,0.0,http://dbpedia.org/ontology/nonFictionSubject,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
514,10616,Which is the common nation of Louisa Hill and American Football Wellington from ?,city close,0.0,http://dbpedia.org/ontology/neighboringMunicipality,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
517,10620,who all play for of the american football players at  Quarterback position ?,bred,awards,"http://dbpedia.org/ontology/breeder,http://dbpedia.org/ontology/honours",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
523,10626,Count the participants of the NBA. ?,made,0.0,"http://dbpedia.org/ontology/division,http://dbpedia.org/ontology/ingredient",2,0.5,0.5,0.0,0.0,0,0.0,0.0,0.0,0,0
526,10629,Count everyone who studied at an institute which are in Suburbs ?,governed,0.0,"http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/location",2,0.5,0.5,0.0,0.0,0,0.0,0.0,0.0,0,0
527,10631,Which source of broad creek is the Audenried tunnel located ?,take place,@@@,http://dbpedia.org/ontology/location,1,2.0,3.0,0.0,1.0,0,0.0,0.0,0.0,0,0
528,10632,Count me the number of people whose military unit is involved with Close air support ?,sister,network,http://dbpedia.org/ontology/network,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
529,10633,Who were fighting the war where the QF Hotchkiss was used ?,lead,located,"http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/location",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
530,10634,Where was the Temptation Waits recorded ?,starting ,cities,"http://dbpedia.org/ontology/sourcePlace,http://dbpedia.org/ontology/city",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
533,10637,what are some common surnames of female people ?,@@@,alumna,http://dbpedia.org/ontology/athletics,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
541,10650,Count the number of sports played by the universities whihc also plays Volleyball ?,successor,0.0,http://dbpedia.org/ontology/successor,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
543,10652,For which games are Sam Loyd and Eric Schiller both famous ?,own ,municipalities,"http://dbpedia.org/ontology/owningOrganisation,http://dbpedia.org/ontology/municipality",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
544,10653,Count the number of religions followed by Janta Dal members. ?,director,0.0,http://dbpedia.org/ontology/cinematography,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
546,10656,Which president of United States had vice president as John Adams ?,kingdom,0.0,http://dbpedia.org/ontology/kingdom,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
548,10658,Name the partners of Kelly Brook ?,work,died in,"http://dbpedia.org/ontology/occupation,http://dbpedia.org/ontology/deathPlace",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
558,10671,From how many different places have people gone to the Harward Medical School ?,in,0.0,http://dbpedia.org/ontology/mouthMountain,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
559,10673,Name the river passing through Reading Berkshire and has mouth place at Essex ?,own ,places,"http://dbpedia.org/ontology/owner,http://dbpedia.org/ontology/location",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
561,10675,Who all play for the Ivory Coast football team ?,authoritative,0.0,http://dbpedia.org/ontology/binomialAuthority,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
563,10677,List the total number of executive producer of TV show which have one of the executiive producer as Steven Moffat ?,given names,0.0,http://dbpedia.org/ontology/gender,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
565,10679,Does Massimo Liverani play for Abarth ?,sister station,broadcasted,"http://dbpedia.org/ontology/sisterStation,http://dbpedia.org/ontology/broadcastArea",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
566,10680,Name the source Island of Bayou ?,genre,0.0,http://dbpedia.org/ontology/literaryGenre,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
567,10681,Did Alexander Magleby study at the Dartmouth College ?,colour,won,"http://dbpedia.org/ontology/colour,http://dbpedia.org/ontology/honours",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
569,10683,Where are the homestadiums of the seasons chaired by Merritt Paulson ?,music,adapted from,http://dbpedia.org/ontology/basedOn,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
573,10688,For which team does hunter pence play for ?,actor,created,"http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/creator",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
575,10690,Who owns Ivanpah Solar Power Facility ?,team,500000,"http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/formerTeam",2,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0,0
577,10692,List some things that Swedish people have become famous for ?,builder,builder,"http://dbpedia.org/ontology/builder,http://dbpedia.org/ontology/builder",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
578,10693,How many things are made by companies who produce mass media articles ?,@@@,participated,http://dbpedia.org/ontology/birthPlace,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
585,10702,Is the magnolia place of the greek revival architectural style ?,graduates,parties,"http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/party",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
586,10703,List the movies whose cast member were born in Scotland. ?,@@@,0.0,http://dbpedia.org/ontology/order,1,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0
587,10705,List the significant building of the architect who also designed  Kiev ?,founded,@@@,"http://dbpedia.org/ontology/part,http://dbpedia.org/ontology/foundationPlace",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
588,10706,Was George Washington on the rank of general ?,causes of death,0.0,"http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/deathCause",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
589,10707,What softwares were created by Apple Productivity Experience Group ?,cast member,related ,"http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/related",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
590,10708,Count the number of judges who've come on CTV network shows. ?,artist music,artist music,"http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/associatedMusicalArtist",2,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
591,10709,What are the shows whose creator has worked as a screenwriter ?,residence,0.0,http://dbpedia.org/ontology/residence,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
593,10711,Which religions are practiced in India ?,ends,"start,","http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/routeStart",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
594,10712,Is Gaza Strip the result of Operation Autumn Clouds ?,headcoached,team,http://dbpedia.org/ontology/team,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
596,10715,Name the common musical band of Take Me There and Tonight's the Night ?,died in,relatives,http://dbpedia.org/ontology/relation,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
598,10718,What is the university whose campus are Indiana and Iowa ?,direct,0.0,http://dbpedia.org/ontology/director,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
602,10723,How many sports are played in maharashtran schools ?,VP,study,"http://dbpedia.org/ontology/vicePresident,http://dbpedia.org/ontology/almaMater",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
603,10724,List the served region of the organisations of Trade association. ?,born ,member,http://dbpedia.org/ontology/honours,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
605,10726,List the books whose authors are in Alcal de Henares. ?,studying,0.0,http://dbpedia.org/ontology/university,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
608,10729,Did taylor swift do the theme song of The Farmer Wants a Wife ?,draft team,tenat,http://dbpedia.org/ontology/draftTeam,1,3.0,3.0,1.0,0.0,0,0.0,0.0,0.0,0,0
611,10732,How many sitcoms are there whose theme music is composed by a New Yorker ?,led,0.0,http://dbpedia.org/ontology/leaderName,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
614,10736,Count the affiliations of International Union of Anarchists ?,born in,painters,http://dbpedia.org/ontology/creator,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
615,10737,On which subjects does the author of the novel Thud! delve ?,position,former team,"http://dbpedia.org/ontology/position,http://dbpedia.org/ontology/formerTeam",2,1.5,1.5,1.0,0.0,0,0.0,0.0,0.0,0,0
616,10738,Is Lancy a city close to Geneva ?,once played,0.0,http://dbpedia.org/ontology/formerTeam,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
617,10739,Who is the american football player whose highschool is Ringgold High School (Pennsylvania) ?,built,@@@,"http://dbpedia.org/ontology/product,http://dbpedia.org/ontology/product",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
620,10743,List the awards given to the race horses bred by Willis Sharpe Kilmer. ?,speak,currencies,"http://dbpedia.org/ontology/officialLanguage,http://dbpedia.org/ontology/currency",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
621,10744,"The players born in Bellaire, Ohio have played for which team ?",division,region,"http://dbpedia.org/ontology/division,http://dbpedia.org/ontology/region",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
622,10746,What games can be played in schools founded by Fr. Orlando ?,associated,employed,"http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/occupation",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
626,10753,Name some dishes made with flowering plants. ?,anchored,0.0,http://dbpedia.org/ontology/presenter,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
627,10754,How many other home stadium are there of the soccer club whose home stadium is Luzhniki Stadium ?,group,0.0,http://dbpedia.org/ontology/musicalArtist,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
629,10756,List everything governed by the Democratic Party of US ?,religion,@@@,http://dbpedia.org/ontology/religion,1,1.0,2.0,1.0,1.0,0,0.0,0.0,0.0,0,0
631,10758,Where did some of the matches take place where Columbus Crew SC played ?,made with ,belonging to,"http://dbpedia.org/ontology/division,http://dbpedia.org/ontology/ingredient",2,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
633,10761,List the agencies located someplace lead by Alex Chalk. ?,assembly of,state,"http://dbpedia.org/ontology/isPartOf,http://dbpedia.org/ontology/country",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
639,10767,Give me a count of everything owned by the network whose sister name is The CW ?,college,0.0,http://dbpedia.org/ontology/college,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
642,10770,Was Yabanc Damat first aired in UAE ?,@@@,artistis,"http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/ontology/associatedMusicalArtist",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
644,10774,What is the field of the Jon Speelman and occupation of the Karen Grigorian ?,works,record lebels,"http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/recordLabel",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
645,10775,List the maintainers of Pandaruan Bridge ?,leader,0.0,http://dbpedia.org/ontology/leaderName,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
646,10776,Who were the producers of the tenderfoot ?,music,music composer,"http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/musicComposer",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
648,10778,How many sitcoms were produced by the company whose predecessor was the Desilu Productions ?,owned,@@@,"http://dbpedia.org/ontology/network,http://dbpedia.org/ontology/network",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
651,10782,Under which president did the predecessor of Simon Ferro work ?,education,university,"http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/university",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
652,10783,In which municipalities does the NYC housing authority own buildings ?,built,0.0,http://dbpedia.org/ontology/manufacturer,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
657,10789,What is the local authority of Liverpool Institute High School for Boys ?,in,fields,http://dbpedia.org/ontology/country,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
661,10793,List down all notable works of Neil Cross ?,originate,0.0,http://dbpedia.org/ontology/stateOfOrigin,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
664,10797,How many pole drivers have been there in grand prixes where first driver was Damon Hill ?,based,subsidiary,"http://dbpedia.org/ontology/locationCity,http://dbpedia.org/ontology/subsidiary",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
