QuestionID,Question,TripleSize,RelationTotal,ResourceTotal,ClassTotal,QuestionLength,Resources,Words Count in Entity1,Special Character1,Explicit/Implicit E1,Capital/Small Letters E1,aylienNERagdistis,tagmeNEDlogs,DBpediaNERAgdistis3252,ambiverseNEDlogs,meaningcloudAgdistis,qanary_logs_DBpediaSpotlightNED,meaningCloudNEDnew,textrazorAgdistis,dandiNERAgdistisFINAL,dandilionNEDlogs,OntotextNEDlogs,babelfyAgdistis3000,ambiverseAgdistis,tagmeAgdistis,EntityClassifier_NER_Agdistis,newBabelfyNEDlogs,stanfordAgdistis,ontotextAgdistis,AmbiverseNED 2.0,AmbiverseStanford 2.0
10103,What all is owned by a company one of whose division is Paramount Domestic Television ?,3,1,1,0,15,http://dbpedia.org/resource/Paramount_Domestic_Television,3,FALSE,TRUE,TRUE,0,1,0,,1,0.6666666667,,0,0,0.6666666667,1,0,,0,0,0,0,0,1,1
10104,Which musical band produced the subsequent work of City of New Orleans ?,3,2,1,0,12,http://dbpedia.org/resource/City_of_New_Orleans_(song),4,FALSE,FALSE,FALSE,0,0,0,,0,0,,0,0,0,0,,,,,,0,0,1,1
10105,The authors of Zhorstoke nebo was influenced by whom ?,3,2,1,0,9,http://dbpedia.org/resource/Zhorstoke_nebo,2,FALSE,TRUE,FALSE,,1,,,,,0,,,1,0,,,,0,,,0,,
10106,Name the largest city in the county where there is a Cy-Fair High School. ?,3,2,1,0,14,http://dbpedia.org/resource/Cy-Fair_High_School,3,TRUE,TRUE,TRUE,1,1,1,,1,1,,1,1,0.5,0.5,,,1,0.6666666667,0.4,1,1,1,1
10107,Name the common associate band of Blayse and Teddy Riley ?,4,2,2,0,10,"http://dbpedia.org/resource/Blayse,http://dbpedia.org/resource/Teddy_Riley",1,FALSE,TRUE,TRUE,0.6666666667,1,1,0.6666666667,,1,0,1,1,0.8,0,0.6666666667,,1,,0.6666666667,1,0.8,1,0
10108,"Who is the performer of album which has the song ""To Where You Are"" ?",3,2,1,0,14,http://dbpedia.org/resource/To_Where_You_Are,4,FALSE,FALSE,TRUE,,1,,,,1,,,,0.5,0,,,,0,0.5,,0,,
10109,Does the merlin express have a hub at the cibano international airport ?,3,1,2,0,12,"http://dbpedia.org/resource/Merlin_Express,http://dbpedia.org/resource/Cibao_International_Airport",2,FALSE,TRUE,FALSE,,0.6666666667,,,,0.5,0,,0,0.4,0.5,,,,0,,,,,
10110,"How many people live in Wilton, Connecticut ?",2,0,1,0,7,"http://dbpedia.org/resource/Wilton,_Connecticut",2,FALSE,TRUE,TRUE,0,1,1,0,,1,0.4,,1,0,,,,1,0,0.6666666667,0,0,1,
10111,For how many different teams have Ontarians been drafted ?,3,1,1,0,9,http://dbpedia.org/resource/Ontario,1,FALSE,FALSE,TRUE,,,,,1,,,,,,0,,,,,,,,,
10112,How many rivers are crossed by different Box Girder bridges ?,4,0,1,1,10,http://dbpedia.org/resource/Box_girder_bridge,3,FALSE,FALSE,FALSE,,,,,,,,,,,0,,,,0,0.2,,,,
10113,What railway lines go through the stations maintained by Western Australian Public Transport Authority ?,4,2,1,1,14,http://dbpedia.org/resource/Public_Transport_Authority_(Western_Australia),3,FALSE,FALSE,TRUE,0,1,0,,,0.6666666667,,,0,0,0.5,,,0,,0,,0,,
10114,What is the leader name of the settlements whose governing body is Municipal council ?,4,2,1,1,14,http://dbpedia.org/resource/Municipal_council,2,FALSE,TRUE,FALSE,,,,,1,,,,0.5,0.4,0,,,,0.5,0,,0,,
10115,What is the major shrine of Jacques-Dsir Laval ?,2,1,1,0,8,http://dbpedia.org/resource/Jacques-Désiré_Laval,2,TRUE,FALSE,TRUE,0,,0,,,0,,1,0,0,0,0,,,1,,1,1,,
10116,Count the number of actors in Lucy Sullivan Is Getting Married. ?,2,0,1,0,11,http://dbpedia.org/resource/Lucy_Sullivan_Is_Getting_Married,5,FALSE,TRUE,TRUE,1,1,1,,,1,,0,1,1,0.5,,,1,0,0.4,,0.6666666667,,
10117,To which series does the character of Londo Mollari belong ?,2,1,1,0,10,http://dbpedia.org/resource/Londo_Mollari,2,FALSE,TRUE,TRUE,1,1,1,,1,1,,1,1,0.6666666667,0,0.6666666667,,1,,0.4,1,,1,1
10118,Count all the scientologists. ?,2,1,1,0,4,http://dbpedia.org/resource/Scientology,1,FALSE,FALSE,FALSE,,,,,,,,0,,,,,,,0,,,0,,
10119,Rashid Behbudov State Song Theatre and Baku Puppet Theatre can be found in which country ?,4,2,2,0,15,"http://dbpedia.org/resource/Rashid_Behbudov_State_Song_Theatre,http://dbpedia.org/resource/Baku_Puppet_Theatre",5,FALSE,TRUE,TRUE,0,1,0.5,0,1,0.5,,,1,1,0.8,,0,1,1,0.4444444444,0.5,1,1,0.6666666667
10120,How many genres of games can I find on the commodore CDTV ?,3,2,1,0,12,http://dbpedia.org/resource/Commodore_CDTV,2,FALSE,TRUE,FALSE,,1,,,0,1,,,,0.5,1,,,,,1,,,,
10121,List the cast member of the movies whose producer is Mark Johnson. ?,4,2,1,1,12,http://dbpedia.org/resource/Mark_Johnson_(producer),2,FALSE,FALSE,TRUE,0,1,0,0,,1,,0,0,0,0,0,,0,0,0,0,0,,
10122,In how many  territories were the wars fought where Fusil Gras Mile 1874 were used ?,4,2,1,1,15,http://dbpedia.org/resource/Fusil_Gras_mle_1874,4,FALSE,FALSE,TRUE,,,,,,,,,,,0,0,,,,0.4,,0,,
10123,Who are the politicians whose death place is Ontario ?,3,1,1,1,9,http://dbpedia.org/resource/Ontario,1,FALSE,TRUE,TRUE,1,1,1,1,0,1,0.6666666667,1,1,1,0.6666666667,,0,,0.5,0.5,1,0.6666666667,1,0
10124,Does the US route 281 have a junction at San Antonio ?,3,0,2,0,11,"http://dbpedia.org/resource/U.S._Route_281,http://dbpedia.org/resource/San_Antonio",3,FALSE,FALSE,FALSE,0.6666666667,0.6666666667,0.5,0,,1,0.5,,0.5,0.8,1,,0,0,0.5,0.4,0.5,0.5,1,0
10125,Name the company whose one of the product is Pixar Image Computer and has one of the key person as Edwin Catmull ?,5,2,2,1,22,"http://dbpedia.org/resource/Pixar_Image_Computer,http://dbpedia.org/resource/Edwin_Catmull",3,FALSE,TRUE,TRUE,1,1,1,0,0.6666666667,1,,,1,1,0.8,0.4,,1,0.2857142857,0.5,1,1,1,0.6666666667
10126,Give me a count of royalties buried in Rome ?,3,0,1,1,9,http://dbpedia.org/resource/Rome,1,FALSE,TRUE,TRUE,1,0,1,1,0,1,1,1,1,1,0.6666666667,,0,,1,0,1,1,1,0
10127,What is the route junction of Rhode Island Route 15 ?,2,1,1,0,10,http://dbpedia.org/resource/Rhode_Island_Route_15,4,FALSE,TRUE,TRUE,0,1,0,,0,0.6666666667,,0,0,0.6666666667,0.6666666667,,,0,0,0.6666666667,0,0,1,1
10128,Which executive producer of the ultimate merger is also an important person at Trump Productions ?,4,2,2,0,15,"http://dbpedia.org/resource/The_Ultimate_Merger,http://dbpedia.org/resource/Trump_Productions",3,FALSE,TRUE,FALSE,,1,,,,,,,0,0.8,0.5,,,,0,0.8,,0,,
10129,Is KOMC-FM the sister station of KOMC (AM) ?,3,1,2,0,8,"http://dbpedia.org/resource/KOMC_(AM),http://dbpedia.org/resource/KOMC-FM",1,FALSE,FALSE,TRUE,0,0.6666666667,0,,0,0,,0.6666666667,0.5,0.5,0.5,0.4,,0.6666666667,0.4,0.4,,0.5,,
10130,Do the asiana airlines fly  to Jeju airport ?,3,1,2,0,8,"http://dbpedia.org/resource/Asiana_Airlines,http://dbpedia.org/resource/Jeju_International_Airport",2,FALSE,TRUE,FALSE,0.5,1,0.5,0,0.6666666667,0.8,,,1,1,1,,0,1,0,0.5714285714,0.6666666667,1,,
10131,Which awards are presented by Swedish Academy ?,3,1,1,1,7,http://dbpedia.org/resource/Swedish_Academy,2,FALSE,TRUE,TRUE,1,,1,,,1,,,,,0.6666666667,1,,,1,1,0,1,,
10132,List the awards won by the fashion designer which have been recognized by Tennessee State Museum ?,4,2,1,1,16,http://dbpedia.org/resource/Tennessee_State_Museum,3,FALSE,TRUE,TRUE,1,1,0.6666666667,0,1,0.6666666667,,,0.6666666667,0.6666666667,0,,0,1,0.5,0.2857142857,1,0.6666666667,1,1
10133,Which motion picture stories were edited by Ishir Honda ?,3,1,1,1,9,http://dbpedia.org/resource/Ishirō_Honda,2,FALSE,FALSE,TRUE,0,0,0,0,,0,,,0,0,,0,,,0,0,,,,
10134,Which rivers originate from Dowra ?,2,1,1,0,5,http://dbpedia.org/resource/Dowra,1,FALSE,TRUE,TRUE,1,1,1,,,1,1,1,1,0.6666666667,,,,1,1,,1,1,1,
10135,How many TV shows have been created by Simon Fuller ?,3,0,1,1,10,http://dbpedia.org/resource/Simon_Fuller,2,FALSE,TRUE,TRUE,1,1,1,,0,1,,1,1,1,,,,1,1,0.5,1,0.6666666667,1,0
10136,Did Henry Ford design the Model C ?,3,1,2,0,7,"http://dbpedia.org/resource/Ford_Model_C,http://dbpedia.org/resource/Henry_Ford",2,FALSE,FALSE,TRUE,0.6666666667,0.6666666667,0.6666666667,0.6666666667,,0.6666666667,0.6666666667,0.6666666667,0.5,1,0,0.6666666667,,0.6666666667,0.5,0.6666666667,0.6666666667,0.6666666667,1,
10137,How many people are known for Dragons' Den ?,2,1,1,0,8,http://dbpedia.org/resource/Dragons'_Den_(UK_TV_series),2,FALSE,FALSE,TRUE,0,0,0,,,0,,,0,0,0,,,0,0,,,0,,
10138,Greater Napanee is the home town of what people ?,3,1,1,1,9,http://dbpedia.org/resource/Greater_Napanee,2,FALSE,TRUE,TRUE,1,1,1,,,1,,1,1,1,1,,,1,1,0.5,,1,,
10139,In which state is the Channel district ?,2,1,1,0,7,http://dbpedia.org/resource/Channel_District,2,FALSE,TRUE,FALSE,1,1,1,,,1,,0,1,1,0,1,,1,0,1,,1,,
10140,Name the religious affiliation of Vagif Aliyev ?,2,1,1,0,7,http://dbpedia.org/resource/Vagif_Aliyev,2,FALSE,TRUE,TRUE,,1,0,0,1,0,,1,1,1,0,,0,1,0.5,0.4,1,0,,
10141,Count the number of characters of the play whose one of the character is Catwoman ?,3,0,1,0,15,http://dbpedia.org/resource/Catwoman,1,FALSE,TRUE,TRUE,1,1,1,,,1,,0.6666666667,1,0.6666666667,0,0,,1,0.5,0,1,0,1,
10142,Is Bacillus belong to the domain Bacteria ?,3,0,2,0,7,"http://dbpedia.org/resource/Bacillus,http://dbpedia.org/resource/Bacteria",1,FALSE,TRUE,TRUE,0,,0,,,1,,0,0,0.8,0.8,,,,0,,,0,,
10143,How many currencies are in used in places where people speak French ?,4,2,1,1,12,http://dbpedia.org/resource/French_language,1,FALSE,FALSE,TRUE,,,0,,,1,,0,0,1,,0,,,,0.6666666667,0,,,
10144,"What political party has governed both in Baraily,MP and Jowai ?",4,2,2,0,10,"http://dbpedia.org/resource/Baraily,http://dbpedia.org/resource/Jowai",1,FALSE,TRUE,TRUE,0.8,1,0.6666666667,,0,0.6666666667,,1,0.6666666667,0.6666666667,0.4,,,1,0.6666666667,0,1,0.6666666667,1,0
10145,Which officers fought in the war of Siege of Fort Recovery ?,3,1,1,1,11,http://dbpedia.org/resource/Siege_of_Fort_Recovery,4,FALSE,TRUE,FALSE,0,1,0,,1,0,,1,0,0,0,,,1,0,0.3333333333,,0,,
10146,How many writers speak a language belonging to the Germanic kind of languages ?,4,1,1,1,13,http://dbpedia.org/resource/Germanic_languages,3,FALSE,FALSE,FALSE,,,0,,,1,,,0,0.5,0,,,,0,,0,,,
10147,Was Duanne Allman known to play the Les Paul ?,3,0,2,0,9,"http://dbpedia.org/resource/Duane_Allman,http://dbpedia.org/resource/Gibson_Les_Paul",2,FALSE,FALSE,TRUE,0,0,0,,,0,,0.5,0,0.5,,0,,,0.5,0,0.5,0.5,1,
10148,For which other teams do members of tanzanian national football team play ?,3,1,1,0,12,http://dbpedia.org/resource/Tanzania_national_football_team,4,FALSE,FALSE,FALSE,,,,,,0,,,,0,0,,,,,0,,,,
10149,How many maintainers are there of the bridges that can carry motor vehicles over them ?,3,1,1,0,15,http://dbpedia.org/resource/Motor_vehicle,2,FALSE,FALSE,FALSE,,,,,,0,,1,,,,,,,,0,,,,
10150,What is Jon Speelman famous for ?,2,1,1,0,6,http://dbpedia.org/resource/Jon_Speelman,2,FALSE,TRUE,TRUE,1,1,1,,,1,,1,1,1,1,,,1,1,0.5,1,1,1,
10151,What city is the residence of Cheryl Teigs ?,2,1,1,0,8,http://dbpedia.org/resource/Cheryl_Tiegs,2,FALSE,FALSE,TRUE,,,,,,,,,,,0,0,,,,,,,,
10152,"Give me a count of everything under the archipelago, where Papeete is the biggest town. ?",3,1,1,0,15,http://dbpedia.org/resource/Papeete,1,FALSE,TRUE,TRUE,0.6666666667,0.6666666667,0.6666666667,,,0.6666666667,1,0.6666666667,0.6666666667,0.6666666667,,1,,1,0.5,1,1,0.6666666667,1,
10153,Name the nearest city to  Lake Victoria ?,2,1,1,0,7,http://dbpedia.org/resource/Lake_Victoria,2,FALSE,TRUE,TRUE,1,1,1,,,1,0,,1,1,0,0,,1,0.6666666667,0,1,0.6666666667,1,
10154,Was A foreign policy on freedom covered by John Trumbull ?,3,0,2,0,10,"http://dbpedia.org/resource/A_Foreign_Policy_of_Freedom,http://dbpedia.org/resource/John_Trumbull",5,FALSE,FALSE,FALSE,0.6666666667,0.6666666667,0.6666666667,,,0.6666666667,,0.6666666667,0.5,0.5,0,,,0.6666666667,0.5,0.4,0.6666666667,0.5,1,
10155,Eric roth wrote how many screenplays ?,2,0,1,0,6,http://dbpedia.org/resource/Eric_Roth,2,FALSE,TRUE,FALSE,1,1,1,0,,1,,0.6666666667,0.6666666667,0.6666666667,0.6666666667,,0,1,0,0.5,1,1,1,
10156,How many have been awarded by the Royal Society ?,2,0,1,0,9,http://dbpedia.org/resource/Royal_Society,2,FALSE,TRUE,TRUE,1,,1,,0,1,,1,1,1,,0.6666666667,,,1,0.6666666667,1,1,,
10157,Who are the opponents of Gervase Helwys ?,2,1,1,0,7,http://dbpedia.org/resource/Gervase_Helwys,2,FALSE,TRUE,TRUE,1,1,1,,1,1,,1,1,1,,,,1,1,0.6666666667,1,1,1,1
10158,With whom is Heinz Kokott a relative to who also served Nazi Army ?,2,1,1,0,13,http://dbpedia.org/resource/Heinz_Kokott,2,FALSE,TRUE,TRUE,0,1,0.6666666667,,,0.6666666667,,,0.6666666667,0.6666666667,0.5,0.6666666667,,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,
10159,Which magazine's publisher is Jann Wenner and founded by Ralph J. Gleason ?,5,2,2,1,12,"http://dbpedia.org/resource/Jann_Wenner,http://dbpedia.org/resource/Ralph_J._Gleason",2,FALSE,TRUE,TRUE,1,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,,1,0.8,0.6666666667,0.8,,,1,0.4,0.4444444444,1,0.8,1,1
10160,Which television show's network  is BBC HD and is related to Doctor Who Confidential ?,5,2,2,1,14,"http://dbpedia.org/resource/BBC_HD,http://dbpedia.org/resource/Doctor_Who_Confidential",2,FALSE,TRUE,TRUE,0.6666666667,1,0.6666666667,,0,1,0,,0.5,0.6666666667,0.4,0,,0.6666666667,0.3333333333,0,0,0.5,1,0
10161,What is the life stance of the ethnic groups related to Micronesia ?,4,2,1,1,12,http://dbpedia.org/resource/Micronesia,1,FALSE,TRUE,TRUE,0.6666666667,1,0.6666666667,1,,0.6666666667,0,0.6666666667,0.5,0.5,0,,,,0.5,0,1,0.5,1,
10162,What is the magazine which have been  founded by Ralph J. Gleason ?,3,1,1,1,12,http://dbpedia.org/resource/Ralph_J._Gleason,3,TRUE,TRUE,TRUE,1,1,,1,,,,1,1,0.6666666667,1,,,1,0,0.4,1,1,1,1
10163,Which river ends at  Thames Estuary and North Sea ?,5,2,2,1,9,"http://dbpedia.org/resource/Thames_Estuary,http://dbpedia.org/resource/North_Sea",2,FALSE,TRUE,TRUE,1,0,1,,0.6666666667,1,0.6666666667,,1,0.8,0.8,,,0.6666666667,1,0.6666666667,1,1,1,0.6666666667
10164,Count the number of sports team members  which have player named Matt Williams ?,3,0,1,0,13,http://dbpedia.org/resource/Matt_Williams_(New_Zealand_footballer),2,FALSE,FALSE,TRUE,0,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,1,
10165,How many other awards have been given to people who have won the Golden Globe ?,4,1,1,1,15,http://dbpedia.org/resource/Golden_Globe_Award,2,FALSE,FALSE,TRUE,0,,0,,,1,,0,0,0.5,0,0,,,0,1,0,,1,
10166,Does Mr. Jim's Pizza operate in the pizza industry ?,3,1,2,0,9,"http://dbpedia.org/resource/Mr._Jim's_Pizza,http://dbpedia.org/resource/Pizza",3,TRUE,TRUE,TRUE,,0.6666666667,,,0,0.6666666667,,0,0.6666666667,0,0.5,0,,0.6666666667,0,0,0,0,1,0
10167,How many other field are there of the scientists whose one of the field is Mathematics ?,3,2,1,0,16,http://dbpedia.org/resource/Mathematics,1,FALSE,TRUE,TRUE,,,,,,,,1,1,0.5,0,1,,,1,1,,,,
10168,Who had  Joe Purcell and Winston Bryant as lieutenants ?,4,2,2,0,9,"http://dbpedia.org/resource/Joe_Purcell,http://dbpedia.org/resource/Winston_Bryant",2,FALSE,TRUE,TRUE,0.6666666667,1,1,,,1,,1,1,1,0.8,,,1,0.8,0.6666666667,1,,1,
10169,Did stan lee narrate the incredible hulk tv show ?,3,1,2,0,9,"http://dbpedia.org/resource/The_Incredible_Hulk_(1982_TV_series),http://dbpedia.org/resource/Stan_Lee",3,FALSE,FALSE,FALSE,,0.5,0,,,1,,0,0,0.3333333333,0.5,,,0,,0.5,,,,
10170,How many sports are played in organizations presided by Emanuel de Guzman ?,4,2,1,1,12,http://dbpedia.org/resource/Emanuel_de_Guzman,3,FALSE,TRUE,FALSE,,1,,,,0,,1,1,1,0.6666666667,0,,1,0,0,1,0.6666666667,1,1
10171,"What is common between sports played at Fr Agnel School and Jr college, and the genre of Virtual Kasparov ?",4,2,2,0,19,"http://dbpedia.org/resource/Virtual_Kasparov,http://dbpedia.org/resource/Fr._Agnel_Multipurpose_School_and_Junior_College",2,FALSE,TRUE,TRUE,,0.6666666667,0,0,,0,,0,,0.6666666667,0,0,,,0,0.3333333333,0,0,1,0
10172,How many different genres of games are produced by Blizzard ?,3,1,1,0,10,http://dbpedia.org/resource/Blizzard_Entertainment,1,FALSE,FALSE,TRUE,,,,,,,,0,0,0.5,,0,,,0,0.5,,,,
10173,Name the river flowing through Reading and source place as Gloucestershire ?,5,2,2,1,11,"http://dbpedia.org/resource/Reading,_Berkshire,http://dbpedia.org/resource/Gloucestershire",3,FALSE,FALSE,FALSE,1,0.5,1,0.5,,1,0.5,0.5,0.5,0.5,0.5,,,0.5,0.4,0,0.5,0.8571428571,1,
10174,Who was in conflicts of Fort Barrancas and Gadsden ?,4,2,2,0,9,"http://dbpedia.org/resource/Fort_Barrancas,http://dbpedia.org/resource/Fort_Gadsden",2,FALSE,TRUE,TRUE,0.4,0.6666666667,0.4,0,,0.4,0,0.4,0.4,0.4,0.6666666667,0,,0.6666666667,0.4,,0.4,0.4,1,
10175,What are some cars which came before the ones on a GM B base ?,4,2,1,1,14,http://dbpedia.org/resource/GM_B_platform,3,FALSE,FALSE,FALSE,,,0,,0,0,0,0,0,0,0,,,,0,,,,,
10176,Name few companies founded in Texas ?,3,1,1,1,6,http://dbpedia.org/resource/Texas,1,FALSE,TRUE,TRUE,1,,1,1,0,1,1,1,1,1,0,1,0,,0.6666666667,0,1,1,1,0
10177,Count all the ethinic group who speaks language which belongs to Anglo-Frisian language family ?,4,1,1,1,14,http://dbpedia.org/resource/Anglo-Frisian_languages,2,TRUE,FALSE,FALSE,1,1,0.6666666667,,,0.6666666667,,0.6666666667,,0.6666666667,0,,,1,0.6666666667,1,1,0,,
10178,Name all those whose spouses have performed with Tony Bennett ?,3,2,1,0,10,http://dbpedia.org/resource/Tony_Bennett,2,FALSE,TRUE,TRUE,1,1,1,1,1,1,,1,1,0.6666666667,0,1,0,1,0.6666666667,1,1,0.6666666667,1,1
10179,What are the books written by the the person who made the Novelas ejemplares ?,4,2,1,1,14,http://dbpedia.org/resource/Novelas_ejemplares,2,FALSE,TRUE,FALSE,1,1,1,,0,1,,,1,1,0,1,,1,,0.6666666667,,,,
10180,Whos a famous relative of anne spielberg ?,2,1,1,0,7,http://dbpedia.org/resource/Anne_Spielberg,2,FALSE,TRUE,FALSE,,1,,,,1,,,,1,0,,,,,0.5,,,,
10181,Name the TV show whose network is NBC and is the subsequent work of Fraiser ?,5,2,2,1,15,"http://dbpedia.org/resource/NBC,http://dbpedia.org/resource/Frasier",1,FALSE,TRUE,TRUE,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0,0.6666666667,0,0.6666666667,0.5,0.6666666667,0.3333333333,0.5,0,0.6666666667,0.4,0.8,0.6666666667,0.4,1,0
10182,Does chicago own the washington station on the CTA Blue Line ?,3,0,2,0,11,"http://dbpedia.org/resource/Washington_station_(CTA_Blue_Line),http://dbpedia.org/resource/Chicago",2,FALSE,FALSE,FALSE,0,0,0,,,0.4,0.4,,0,0.4,0.5,0,,,0,0,0,0,1,1
10183,Give the distinct number of other party of the people which have one of the party as Janata Party ?,3,2,1,0,19,http://dbpedia.org/resource/Janata_Party,2,FALSE,TRUE,TRUE,1,0,1,1,1,1,,1,,,0.5,0,,,1,0.6666666667,1,1,1,1
10184,"Count the units garrisoned at Arlington County, Virginia. ?",3,1,1,1,8,"http://dbpedia.org/resource/Arlington_County,_Virginia",3,FALSE,TRUE,TRUE,0.8,1,1,0,,1,0.8,,1,0,1,,,1,0.8,0.8,0.8,1,1,0
10185,List all the co-founders of the non for profit which have founding member as David pressman ?,4,2,1,1,16,http://dbpedia.org/resource/David_Pressman,2,FALSE,TRUE,FALSE,1,1,1,0,0,1,,1,1,0.5,0,,0,,0,0,1,,1,
10186,how many companies are located in a spanish speaking region ?,4,2,1,1,10,http://dbpedia.org/resource/Spanish_language,2,FALSE,FALSE,FALSE,,,,,,,,,,0,,,,,,,,,,
10187,What are some US citizens famous for ?,3,2,1,0,7,http://dbpedia.org/resource/United_States,2,FALSE,FALSE,FALSE,,,,1,,,,0,,,,,0,,0,1,0,,1,0
10188,Which genre of books are published by Random House ?,4,0,1,1,9,http://dbpedia.org/resource/Random_House,2,FALSE,TRUE,TRUE,1,,1,,1,1,,1,1,0.5,0.4,1,,,1,0.6666666667,1,1,1,1
10189,How many golf players are there in Arizona State Sun Devils ?,3,1,1,1,11,http://dbpedia.org/resource/Arizona_State_Sun_Devils,4,FALSE,TRUE,TRUE,1,1,1,0,1,0.6666666667,,0,1,1,0.6666666667,,,1,1,0.6666666667,1,,1,0
10190,Which rivers start in Wyoming ?,2,1,1,0,5,http://dbpedia.org/resource/Wyoming,1,FALSE,TRUE,TRUE,1,1,1,1,,1,1,1,1,1,,1,,,1,0.6666666667,1,1,1,
10191,"What country is Jeffrey Werleman from, which also has the American Mediterranean Sea ?",4,2,2,0,13,"http://dbpedia.org/resource/Jeffrey_Werleman,http://dbpedia.org/resource/American_Mediterranean_Sea",2,FALSE,TRUE,TRUE,,0.8,0.6666666667,0,0,0.6666666667,0,0.5,0.6666666667,0.6666666667,0.8,1,,1,1,0.8,0.5,1,1,0
10192,The Prime minister who worked in the Khmer Issarak follows which religion ?,4,2,1,1,12,http://dbpedia.org/resource/Khmer_Issarak,2,FALSE,TRUE,TRUE,1,1,1,,,1,,0.6666666667,0.6666666667,0.6666666667,0,0.6666666667,,1,0.6666666667,0.5,1,0.6666666667,1,1
10193,Who coached the marquet golden eagels during 2013 ?,2,1,1,0,8,http://dbpedia.org/resource/2013–14_Marquette_Golden_Eagles_men's_basketball_team,5,FALSE,FALSE,FALSE,,,,,,,,,,,0,,,,,,,,,
10194,Is Tea the main ingredient of Lahpet ?,3,0,2,0,7,"http://dbpedia.org/resource/Lahpet,http://dbpedia.org/resource/Tea",1,FALSE,TRUE,TRUE,,0.6666666667,,,0,,,0.5,0.5,0.5,0.6666666667,0.6666666667,,0.6666666667,0.5,0.5,0.6666666667,0,1,
10195,Which tenant of New Sanno Hotel is the military branch of the Gary Holder-Winfield ?,4,2,2,0,14,"http://dbpedia.org/resource/New_Sanno_Hotel,http://dbpedia.org/resource/Gary_Holder-Winfield",3,FALSE,TRUE,TRUE,,1,,,0.6666666667,,0,1,1,1,0.8,,,1,0.8,0.2857142857,1,0.8,1,0.6666666667
10196,How many destinations are covered by the airlines which also serves Europe ?,3,0,1,0,12,http://dbpedia.org/resource/Europe,1,FALSE,TRUE,TRUE,,,0,1,0,1,1,0,0,1,1,0,0,,0,1,0,0,1,0
10197,How many famous people are born in Long Island ?,2,1,1,0,9,http://dbpedia.org/resource/Long_Island,2,FALSE,TRUE,TRUE,1,,1,,0,1,1,1,1,1,0.6666666667,,,,1,0,1,0.6666666667,1,0
10198,List the newspapers whose offices are situated in 1211 Avenue of the Americas ?,3,1,1,1,13,http://dbpedia.org/resource/1211_Avenue_of_the_Americas,5,FALSE,TRUE,FALSE,,1,,,0,,,,0,1,1,,,0,0,0,0,0,1,0
10199,What are the movies whose cinematographer is Gregg Toland ?,3,1,1,1,9,http://dbpedia.org/resource/Gregg_Toland,2,FALSE,TRUE,TRUE,0.6666666667,1,0.6666666667,,,0.6666666667,,0.6666666667,0.6666666667,0.5,0.5,1,,1,0.6666666667,0.6666666667,1,0.6666666667,1,
10200,Who is the person who are on the board of Freedom of the City ?,3,1,1,1,14,http://dbpedia.org/resource/Freedom_of_the_City,4,FALSE,TRUE,FALSE,,0,,,0,,,0,0,1,0,,,,0,,,,,
10201,Name the sitcoms whose network's owning company is Chris-Craft Industries ?,4,2,1,1,10,http://dbpedia.org/resource/Chris-Craft_Industries,2,TRUE,TRUE,TRUE,1,1,1,,,1,,1,1,0.5,0.5,,,1,0,0.3333333333,1,0.6666666667,1,1
10202,How many developers have games where I can hear Lightning McQueen ?,3,2,1,0,11,http://dbpedia.org/resource/Lightning_McQueen,2,FALSE,TRUE,TRUE,1,1,1,,1,1,,1,1,0.5,,,,1,1,,1,,1,1
10203,List the ingredient of Blodpalt ?,2,1,1,0,5,http://dbpedia.org/resource/Blodpalt,1,FALSE,TRUE,TRUE,,1,,,,1,,,,1,,,,,0,,,,,
10204,Does Caroline Augusta Foley Rhys Davids study Buddhism ?,3,1,2,0,8,"http://dbpedia.org/resource/Caroline_Augusta_Foley_Rhys_Davids,http://dbpedia.org/resource/Buddhism",5,FALSE,TRUE,TRUE,1,0,1,0,0.6666666667,1,,0.5,1,0.5,0.6666666667,,0,0.6666666667,1,0.6666666667,1,1,1,0
10205,Who is the performer of Bengali in Platforms ?,2,1,1,0,8,http://dbpedia.org/resource/Bengali_in_Platforms,3,FALSE,TRUE,FALSE,0,1,0,,,0,,0,,1,,,,,0,0.6666666667,0,0,,
