QuestionID,Question,TripleSize,RelationTotal,ResourceTotal,ClassTotal,QuestionLength,Resources,WordCountEntity1,AvgWordCount,Special Character,Explicit E1,Explicit E1 and E2,Capital/Small Letters E1,Capital letter E1 and E2,aylienNERagdistis,tagmeNEDlogs,DBpediaNERAgdistis3252,ambiverseNEDlogs,meaningcloudAgdistis,qanary_logs_DBpediaSpotlightNED,meaningCloudNEDnew,textrazorAgdistis,dandiNERAgdistisFINAL,dandilionNEDlogs,OntotextNEDlogs,babelfyAgdistis3000,ambiverseAgdistis,tagmeAgdistis,EntityClassifier_NER_Agdistis,newBabelfyNEDlogs,stanfordAgdistis,ontotextAgdistis,AmbiverseNED 2.0,AmbiverseStanford 2.0
10379,What is the president whose lieutenants are Winston Bryant and Joe Purcell ?,4,0,1,1,14,http://dbpedia.org/resource/Klang_Valley,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,,,,1,1,1,1,,1,1
10391,Is the charat district a district in peru ?,2,1,1,0,8,http://dbpedia.org/resource/High_Desert_(Oregon),3,0,0.5,TRUE,0.5,TRUE,0.5,0,,0,,,0,0,0,0,0,0,0,,,0,0,0,0,1,
10396,Which political party of Chandra Shekhar is also the political party of Datl Satyanarayana Raju ?,3,1,1,0,15,http://dbpedia.org/resource/Paramount_Domestic_Television,3,0,0,TRUE,0.5,TRUE,0.5,0,1,0,,1,1,,0,0,1,1,0,,0,0,0,0,0,1,1
10399,Whihc alma mater of angela Trusty is also the training center of David Scherman ?,3,2,1,0,12,http://dbpedia.org/resource/City_of_New_Orleans_(song),4,0,0,FALSE,0,FALSE,0,0,0,0,,0,0,,0,0,0,0,,,,,,0,0,1,1
10401,Which successor of Philippine Ports Authority is the state of origin of Ruben J. Villote ?,3,2,1,0,9,http://dbpedia.org/resource/Zhorstoke_nebo,2,0,0,TRUE,0.5,FALSE,0,,1,,,,,0,,,1,0,,,,0,,,0,,
10403,Is Joe Schilling the trainer of Nick Diaz ?,3,2,1,0,14,http://dbpedia.org/resource/Cy-Fair_High_School,3,0,0.5,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,1,,,1,1,1,1,1,1,1
10404,Is James Hetfield a band member of Metallica ?,4,2,2,0,10,"http://dbpedia.org/resource/Blayse,http://dbpedia.org/resource/Teddy_Riley",0,1.5,0,TRUE,1,TRUE,1,0.5,1,1,0.5,,1,0,1,1,1,0,0.5,,1,,0.5,1,1,1,0
10408,Does Kirk Hammett play the Gibson Flying V ?,3,2,1,0,14,http://dbpedia.org/resource/To_Where_You_Are,4,0,0,TRUE,0.5,TRUE,0.5,,1,,,,1,,,,1,0,,,,0,1,,0,,
10416,"What sport has made Eric Schiller famous, and has employed Craig Van Tibury ?",3,1,2,0,12,"http://dbpedia.org/resource/Merlin_Express,http://dbpedia.org/resource/Cibao_International_Airport",0,2.5,0,TRUE,0.5,FALSE,0,,0.5,,,,0.5,0,,0,0.5,0.5,,,,0,,,,,
10419,Was Writings and Drawings illustrated by Bob Dylan ?,2,0,1,0,7,"http://dbpedia.org/resource/Wilton,_Connecticut",2,0,0,TRUE,0.5,TRUE,0.5,0,1,1,0,,1,0.5,,1,0,,,,1,0,1,0,0,1,
10425,Which team did Bill Murphy and Jean Segura play for ?,3,1,1,0,9,http://dbpedia.org/resource/Ontario,1,0,0,FALSE,0,TRUE,0.5,,,,,1,,,,,,0,,,,,,,,,
10426,What location country of AH141 is also the nation of malaysia Junior hockey league ?,4,0,1,1,10,http://dbpedia.org/resource/Box_girder_bridge,3,0,0,TRUE,0.5,FALSE,0,,,,,,,,,,,0,,,,0,1,,,,
10429,Does Walt Disney Studio have a subsidiary called PixarCascadia_ ?,4,2,1,1,14,http://dbpedia.org/resource/Public_Transport_Authority_(Western_Australia),5,0,0,FALSE,0,TRUE,0.5,0,1,0,,,1,,,0,0,1,,,0,,0,,0,,
10430,Who is the leader of the Kriminalpolizei and Ordnungspolizei ?,4,2,1,1,14,http://dbpedia.org/resource/Municipal_council,2,0,0,TRUE,0.5,FALSE,0,,,,,1,,,,1,1,0,,,,1,0,,0,,
10431,Does vance johnson play as a wide receiver ?,2,1,1,0,8,http://dbpedia.org/resource/Jacques-Désiré_Laval,2,0,0.5,FALSE,0,TRUE,0.5,0,,0,,,0,,1,0,0,0,0,,,1,,1,1,,
10436,Was Zambezi originate in the north western province of zambia ?,2,0,1,0,11,http://dbpedia.org/resource/Lucy_Sullivan_Is_Getting_Married,5,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,0,1,1,1,,,1,0,1,,1,,
10443,Which television show is the subsequent work of Frasier and the opening theme is Gary Portnoy ?,2,1,1,0,10,http://dbpedia.org/resource/Londo_Mollari,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,0,1,,1,,1,1,,1,1
10448,Which non fiction of the Thud is also the field of the Jon Speelman ?,2,1,1,0,4,http://dbpedia.org/resource/Scientology,1,0,0,FALSE,0,FALSE,0,,,,,,,,0,,,,,,,0,,,0,,
10449,What is the owning organisation of the Ford Kansas City Assembly Plant and also the builder of the Ford Y-block engine ?,4,2,2,0,15,"http://dbpedia.org/resource/Rashid_Behbudov_State_Song_Theatre,http://dbpedia.org/resource/Baku_Puppet_Theatre",0,4,0,TRUE,1,TRUE,1,0,1,0.5,0,1,0.5,,,1,1,1,,0,1,1,1,0.5,1,1,1
10456,Which mountain range is the one with Ponte d'Aveneyre and Le Gibloux ?,3,2,1,0,12,http://dbpedia.org/resource/Commodore_CDTV,2,0,0,TRUE,0.5,FALSE,0,,1,,,0,1,,,,1,1,,,,,1,,,,
10463,Is nintendo in the video games industry ?,4,2,1,1,12,http://dbpedia.org/resource/Mark_Johnson_(producer),2,0,0,FALSE,0,TRUE,0.5,0,1,0,0,,1,,0,0,0,0,0,,0,0,0,0,0,,
10464,"Which award that has been given to James F Obrien, had used Laemmle Theatres for some service ?",4,2,1,1,15,http://dbpedia.org/resource/Fusil_Gras_mle_1874,4,0,0.5,FALSE,0,TRUE,0.5,,,,,,,,,,,0,0,,,,1,,0,,
10465,Does the croton river flow into the hudson ?,3,1,1,1,9,http://dbpedia.org/resource/Ontario,1,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,0,1,1,1,1,1,1,,0,,1,1,1,1,1,0
10471,Which associated band of the Teddy Riley is also the performer of the Before I Let You Go ?,3,0,2,0,11,"http://dbpedia.org/resource/U.S._Route_281,http://dbpedia.org/resource/San_Antonio",0,2.5,0.5,FALSE,0.5,FALSE,0.5,0.5,0.5,0.5,0,,1,0.5,,0.5,1,1,,0,0,0.5,0.5,0.5,0.5,1,0
10474,Is Peter Piper Pizza in the pizza industry ?,5,2,2,1,22,"http://dbpedia.org/resource/Pixar_Image_Computer,http://dbpedia.org/resource/Edwin_Catmull",0,2.5,0,TRUE,1,TRUE,1,1,1,1,0,0.5,1,,,1,1,1,0.5,,1,0.5,0.5,1,1,1,0.5
10479,Is Peter Crouch currently in the Stoke City FC ?,3,0,1,1,9,http://dbpedia.org/resource/Rome,1,0,0,TRUE,0.5,TRUE,0.5,1,0,1,1,0,1,1,1,1,1,1,,0,,1,0,1,1,1,0
10480,Is Lloyd  Nosler the editor of The Temptress ?,2,1,1,0,10,http://dbpedia.org/resource/Rhode_Island_Route_15,2,0,0.5,FALSE,0,TRUE,0.5,0,1,0,,0,1,,0,0,1,1,,,0,0,1,0,0,1,1
10482,Did Oliver Sacks study at the Columbia University ?,4,2,2,0,15,"http://dbpedia.org/resource/The_Ultimate_Merger,http://dbpedia.org/resource/Trump_Productions",0,2.5,0,TRUE,1,FALSE,0.5,,1,,,,,,,0,1,0.5,,,,0,1,,0,,
10489,Name the river whose mouth mountain is Southend-on-Sea and mouth place is Essex ?,3,1,2,0,8,"http://dbpedia.org/resource/KOMC_(AM),http://dbpedia.org/resource/KOMC-FM",0,1.5,1,TRUE,1,TRUE,1,0,0.5,0,,0,0,,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,,0.5,,
10494,What is the nationality of the J. T. Krogh which is also the  sovereign state of the Camilla Martin ?,3,1,2,0,8,"http://dbpedia.org/resource/Asiana_Airlines,http://dbpedia.org/resource/Jeju_International_Airport",0,2,0,TRUE,0.5,FALSE,0,0.5,1,0.5,0,0.5,1,,,1,1,1,,0,1,0,1,0.5,1,,
10495,What is the television show whose sculptor is C. E. Webber and composed by Murray Gold ?,3,1,1,1,7,http://dbpedia.org/resource/Swedish_Academy,2,0,0,TRUE,0.5,TRUE,0.5,1,,1,,,1,,,,,1,1,,,1,1,0,1,,
10498,Is Halyna Kukhar the former coach of Stanislav Morozov ?,4,2,1,1,16,http://dbpedia.org/resource/Tennessee_State_Museum,3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,0,1,1,,,1,1,0,,0,1,1,1,1,1,1,1
10499,Who directed the haunted house and alice in wonderland ?,3,1,1,1,9,http://dbpedia.org/resource/Ishirō_Honda,2,0,0,FALSE,0,TRUE,0.5,0,0,0,0,,0,,,0,0,,0,,,0,0,,,,
10502,Is the Bucyrus MT6300AC assembled in north america ?,2,1,1,0,5,http://dbpedia.org/resource/Dowra,1,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,1,1,1,1,,,,1,1,,1,1,1,
10507,Is Microsoft office written in C++ ?,3,0,1,1,10,http://dbpedia.org/resource/Simon_Fuller,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,0,1,,1,1,1,,,,1,1,1,1,1,1,0
10508,Was the altazor drawn by Picasso ?,3,1,2,0,7,"http://dbpedia.org/resource/Ford_Model_C,http://dbpedia.org/resource/Henry_Ford",0,2,0,FALSE,0.5,TRUE,1,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,1,0,0.5,,0.5,0.5,0.5,0.5,0.5,1,
10511,What is the common party of Chandra Shekhar and Govinda ?,2,1,1,0,8,http://dbpedia.org/resource/Dragons'_Den_(UK_TV_series),2,0,0,FALSE,0,TRUE,0.5,0,0,0,,,0,,,0,0,0,,,0,0,,,0,,
10514,Which is the common nation of Louisa Hill and American Football Wellington from ?,3,1,1,1,9,http://dbpedia.org/resource/Greater_Napanee,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,1,,,1,1,1,,1,,
10515,Was robert sarvis a nominee of the US Senate ?,2,1,1,0,7,http://dbpedia.org/resource/Channel_District,2,0,0,TRUE,0.5,FALSE,0,1,1,1,,,1,,0,1,1,0,1,,1,0,1,,1,,
10521,What are the television shows which are in NTSC and 5.1 surround sound ?,2,1,1,0,7,http://dbpedia.org/resource/Vagif_Aliyev,2,0,0,TRUE,0.5,TRUE,0.5,,1,0,0,1,0,,1,1,1,0,,0,1,1,1,1,0,,
10527,Which source of broad creek is the Audenried tunnel located ?,3,0,1,0,15,http://dbpedia.org/resource/Catwoman,1,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,0,0,,1,1,0,1,0,1,
10535,What are the reason served by Toll Global Express which is also the country of LPGA ?,3,0,2,0,7,"http://dbpedia.org/resource/Bacillus,http://dbpedia.org/resource/Bacteria",0,1,0,TRUE,1,TRUE,1,0,,0,,,1,,0,0,1,1,,,,0,,,0,,
10538,Was 12th Field Artillery Regiment garrisoned at colorado ?,4,2,1,1,12,http://dbpedia.org/resource/French_language,1,0,0,FALSE,0,TRUE,0.5,,,0,,,1,,0,0,1,,0,,,,1,0,,,
10540,Was Gareth Southgate a manager of Middlesbrough F.C. ?,4,2,2,0,10,"http://dbpedia.org/resource/Baraily,http://dbpedia.org/resource/Jowai",0,1,0,TRUE,1,TRUE,1,1,1,1,,0,1,,1,1,1,0.5,,,1,1,0,1,1,1,0
10542,Which wine region of Bogdanua is the Croatian Inline hockey team part of ?,3,1,1,1,11,http://dbpedia.org/resource/Siege_of_Fort_Recovery,4,0,0,TRUE,0.5,FALSE,0,0,1,0,,1,0,,1,0,0,0,,,1,0,1,,0,,
10543,For which games are Sam Loyd and Eric Schiller both famous ?,4,1,1,1,13,http://dbpedia.org/resource/Germanic_languages,1,0,0,FALSE,0,TRUE,0.5,,,0,,,1,,,0,1,0,,,,0,,0,,,
10545,Does Lousana lie at the end of Alberta Highway 42 ?,3,0,2,0,9,"http://dbpedia.org/resource/Duane_Allman,http://dbpedia.org/resource/Gibson_Les_Paul",0,2,0,FALSE,0,TRUE,1,0,0,0,,,0,,0.5,0,0.5,,0,,,0.5,0,0.5,0.5,1,
10550,Count the  total number of mammals whose phylum is Chordate and order (taxonomy) is Diprotodontia ?,3,1,1,0,12,http://dbpedia.org/resource/Tanzania_national_football_team,0,0,0,FALSE,0,TRUE,0.5,,,,,,0,,,,0,0,,,,,0,,,,
10551,What disease led to the demise of Letitia MacTavish Hargrave and Martino Martini ?,3,1,1,0,15,http://dbpedia.org/resource/Motor_vehicle,2,0,0,TRUE,0.5,FALSE,0,,,,,,0,,1,,,,,,,,0,,,,
10552,Is George Lucas the cinematographer of 6-18-67 ?,2,1,1,0,6,http://dbpedia.org/resource/Jon_Speelman,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,
10559,Name the river passing through Reading Berkshire and has mouth place at Essex ?,2,1,1,0,8,http://dbpedia.org/resource/Cheryl_Tiegs,2,0,0,FALSE,0,TRUE,0.5,,,,,,,,,,,0,0,,,,,,,,
10562,Which party has come in power at both Balangir and Amaravila in india ?,3,1,1,0,15,http://dbpedia.org/resource/Papeete,1,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,1,1,1,1,,1,,1,1,1,1,1,1,
10565,Does Massimo Liverani play for Abarth ?,2,1,1,0,7,http://dbpedia.org/resource/Lake_Victoria,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,0,,1,1,0,0,,1,1,0,1,1,1,
10567,Did Alexander Magleby study at the Dartmouth College ?,3,0,2,0,10,"http://dbpedia.org/resource/A_Foreign_Policy_of_Freedom,http://dbpedia.org/resource/John_Trumbull",0,2.5,0,FALSE,0.5,FALSE,0.5,0.5,0.5,0.5,,,0.5,,0.5,0.5,0.5,0,,,0.5,0.5,0.5,0.5,0.5,1,
10570,"In which of the parties that have governed over Rishikesh, does Govinda belong too ?",2,0,1,0,6,http://dbpedia.org/resource/Eric_Roth,2,0,0,TRUE,0.5,FALSE,0,1,1,1,0,,1,,1,1,1,1,,0,1,0,1,1,1,1,
10571,List softwares written in C++ and runs on Mac OS ?,2,0,1,0,9,http://dbpedia.org/resource/Royal_Society,2,0,0,TRUE,0.5,TRUE,0.5,1,,1,,0,1,,1,1,1,,1,,,1,1,1,1,,
10574,How many have former teams as Indianapolis Colts and Carolina Panthers ?,2,1,1,0,7,http://dbpedia.org/resource/Gervase_Helwys,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,,,,1,1,1,1,1,1,1
10580,Is lion an animal ?,2,1,1,0,13,http://dbpedia.org/resource/Heinz_Kokott,2,0,0,TRUE,0.5,TRUE,0.5,0,1,1,,,1,,,1,1,1,1,,1,1,1,1,1,1,
10585,Is the magnolia place of the greek revival architectural style ?,5,2,2,1,12,"http://dbpedia.org/resource/Jann_Wenner,http://dbpedia.org/resource/Ralph_J._Gleason",0,2.5,0.5,TRUE,1,TRUE,1,1,1,0.5,0.5,0.5,0.5,,1,1,1,1,,,1,0.5,1,1,1,1,1
10588,Was George Washington on the rank of general ?,5,2,2,1,14,"http://dbpedia.org/resource/BBC_HD,http://dbpedia.org/resource/Doctor_Who_Confidential",0,2.5,0,TRUE,1,TRUE,1,0.5,1,0.5,,0,1,0,,0.5,1,0.5,0,,0.5,0.5,0,0,0.5,1,0
10594,Is Gaza Strip the result of Operation Autumn Clouds ?,4,2,1,1,12,http://dbpedia.org/resource/Micronesia,1,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,,1,0,1,1,1,0,,,,1,0,1,1,1,
10595,Is the Frank R Lillie House has the Chicago architecture ?,3,1,1,1,12,http://dbpedia.org/resource/Ralph_J._Gleason,3,0,0.5,TRUE,0.5,TRUE,0.5,1,1,,1,,,,1,1,1,1,,,1,0,1,1,1,1,1
10596,Name the common musical band of Take Me There and Tonight's the Night ?,5,2,2,1,9,"http://dbpedia.org/resource/Thames_Estuary,http://dbpedia.org/resource/North_Sea",0,2,0,TRUE,1,TRUE,1,1,0,1,,0.5,1,0.5,,1,1,1,,,0.5,1,1,1,1,1,0.5
10598,What is the university whose campus are Indiana and Iowa ?,3,0,1,0,13,http://dbpedia.org/resource/Matt_Williams_(New_Zealand_footballer),2,0,0,FALSE,0,TRUE,0.5,0,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,1,
10606,Is Guatemala a unitary state ?,4,1,1,1,15,http://dbpedia.org/resource/Golden_Globe_Award,2,0,0,FALSE,0,TRUE,0.5,0,,0,,,1,,0,0,1,0,0,,,0,1,0,,1,
10608,Did taylor swift do the theme song of The Farmer Wants a Wife ?,3,1,2,0,9,"http://dbpedia.org/resource/Mr._Jim's_Pizza,http://dbpedia.org/resource/Pizza",0,2,0.5,TRUE,1,TRUE,0.5,,0.5,,,0,0.5,,0,0.5,0,0.5,0,,0.5,0,0,0,0,1,0
10616,Is Lancy a city close to Geneva ?,3,2,1,0,16,http://dbpedia.org/resource/Mathematics,1,0,0,TRUE,0.5,TRUE,0.5,,,,,,,,1,1,1,0,1,,,1,1,,,,
10619,Is Wahoo! the previous work of Honeybuns ?,4,2,2,0,9,"http://dbpedia.org/resource/Joe_Purcell,http://dbpedia.org/resource/Winston_Bryant",0,2,0,TRUE,1,TRUE,1,0.5,1,1,,,1,,1,1,1,1,,,1,1,1,1,,1,
10623,Is Frontaccounting licensed under GNU license ?,3,1,2,0,9,"http://dbpedia.org/resource/The_Incredible_Hulk_(1982_TV_series),http://dbpedia.org/resource/Stan_Lee",0,2,0,FALSE,0.5,FALSE,0,,0.5,0,,,1,,0,0,0.5,0.5,,,0,,0.5,,,,
10625,What is the citizenship of the Sarah Kazemy and land of the Cervelle de canut ?,4,2,1,1,12,http://dbpedia.org/resource/Emanuel_de_Guzman,3,0,0,TRUE,0.5,FALSE,0,,1,,,,0,,1,1,1,1,0,,1,0,0,1,1,1,1
10636,Whose opponents are Ike Clanton and Billy Clanton ?,4,2,2,0,19,"http://dbpedia.org/resource/Virtual_Kasparov,http://dbpedia.org/resource/Fr._Agnel_Multipurpose_School_and_Junior_College",0,1,0,TRUE,0.5,TRUE,1,,0.5,0,0,,0,,0,,0.5,0,0,,,0,0.5,0,0,1,0
10640,Which famous writer was married to Jill Krementz and had a son named Edith Vonnegut ?,3,1,1,0,10,http://dbpedia.org/resource/Blizzard_Entertainment,1,0,0,FALSE,0,FALSE,0,,,,,,,,0,0,1,,0,,,0,1,,,,
10642,Was Yabanc Damat first aired in UAE ?,5,2,2,1,11,"http://dbpedia.org/resource/Reading,_Berkshire,http://dbpedia.org/resource/Gloucestershire",0,1,0,FALSE,0.5,FALSE,0.5,1,0.3333333333,1,0.3333333333,,1,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.6666666667,,,0.3333333333,0.3333333333,0,0.3333333333,1,1,
10644,What is the field of the Jon Speelman and occupation of the Karen Grigorian ?,4,2,2,0,9,"http://dbpedia.org/resource/Fort_Barrancas,http://dbpedia.org/resource/Fort_Gadsden",0,2,0,TRUE,0.5,TRUE,0.5,0.5,0.5,0.5,0,,0.5,0,0.5,0.5,0.5,0.5,0,,0.5,0.5,,0.5,0.5,1,
10647,Is coffee a main ingredient of Hopje ?,4,2,1,1,14,http://dbpedia.org/resource/GM_B_platform,2,0,0,FALSE,0,TRUE,0.5,,,0,,0,0,0,0,0,0,0,,,,0,,,,,
10653,Was andy worhol the director of the san diego surf ?,3,1,1,1,6,http://dbpedia.org/resource/Texas,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,1,0,1,1,1,1,1,0,1,0,,1,0,1,1,1,0
10655,Is Cologny a neighbouring city of Geneva ?,4,1,1,1,14,http://dbpedia.org/resource/Anglo-Frisian_languages,2,0,0.5,FALSE,0,FALSE,0,1,1,1,,,1,,1,,1,0,,,1,1,1,1,0,,
10656,Does the Sicklefin lemon shark belong in the animal kingdom ?,3,2,1,0,10,http://dbpedia.org/resource/Tony_Bennett,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,1,1,,1,1,1,0,1,0,1,1,1,1,1,1,1
10660,What belongs to the families of Buccinidae and Buccinoidea ?,4,2,1,1,14,http://dbpedia.org/resource/Novelas_ejemplares,2,0,0,TRUE,0.5,FALSE,0,1,1,1,,0,1,,,1,1,0,1,,1,,1,,,,
10663,Does nintendo have a division called Nintendo Entertainment Planning & Development ?,2,1,1,0,7,http://dbpedia.org/resource/Anne_Spielberg,2,0,0,TRUE,0.5,FALSE,0,,1,,,,1,,,,1,0,,,,,1,,,,
10665,Was the Model K designed by Herny Ford ?,5,2,2,1,15,"http://dbpedia.org/resource/NBC,http://dbpedia.org/resource/Frasier",0,0.5,0,TRUE,0.5,TRUE,1,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,1,0.5,0.5,0,0.5,0.5,1,0.5,0.5,1,0
10666,Is Queen Latifah the narrator of Arctic Tale ?,3,0,2,0,11,"http://dbpedia.org/resource/Washington_station_(CTA_Blue_Line),http://dbpedia.org/resource/Chicago",0,1.5,0,FALSE,0.5,FALSE,0,0,0,0,,,0.5,0.5,,0,0.5,0.5,0,,,0,0,0,0,1,1
10680,Does A foreign policy of freedom belong to the genre Politics ?,3,2,1,0,19,http://dbpedia.org/resource/Janata_Party,2,0,0,TRUE,0.5,TRUE,0.5,1,0,1,1,1,1,,1,,,1,0,,,1,1,1,1,1,1
10682,For which common president did Jim Sasser and Mike McCurry work ?,3,1,1,1,8,"http://dbpedia.org/resource/Arlington_County,_Virginia",3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,0,,1,1,,1,0,1,,,1,1,1,1,1,1,0
10688,Name the television show created by CE Webber and also has actor named Companion ?,4,2,1,1,16,http://dbpedia.org/resource/David_Pressman,2,0,0,TRUE,0.5,FALSE,0,1,1,1,0,0,1,,1,1,1,0,,0,,0,0,1,,1,
10690,Which team has had both Martin prochzka and garry unger as its players ?,4,2,1,1,10,http://dbpedia.org/resource/Spanish_language,1,0,0,FALSE,0,FALSE,0,,,,,,,,,,0,,,,,,,,,,
10695,Was Noko a band member of Luxuria ?,3,2,1,0,7,http://dbpedia.org/resource/United_States,1,0,0,FALSE,0,TRUE,0.5,,,,1,,,,0,,,,,0,,0,1,0,,1,0
10699,Was Walt Disney the cinematographer of Mickey's Mellerdrammer ?,4,0,1,1,9,http://dbpedia.org/resource/Random_House,2,0,0,TRUE,0.5,TRUE,0.5,1,,1,,1,1,,1,1,1,1,1,,,1,1,1,1,1,1
10701,Which series are Lennier and Londo Mollari both from ?,3,1,1,1,11,http://dbpedia.org/resource/Arizona_State_Sun_Devils,4,0,0,TRUE,0.5,TRUE,0.5,1,1,1,0,1,1,,0,1,1,1,,,1,1,1,1,,1,0
10707,Name the TV show whose cast member is Companion (Doctor Who) and is related to The Sarah Jane Adventures ?,2,1,1,0,5,http://dbpedia.org/resource/Wyoming,1,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,,1,1,1,1,1,,1,,,1,1,1,1,1,
10710,Was Marie Curie a doctoral student of Henri Becquerel ?,4,2,2,0,13,"http://dbpedia.org/resource/Jeffrey_Werleman,http://dbpedia.org/resource/American_Mediterranean_Sea",0,2.5,0,TRUE,1,TRUE,1,,1,0.5,0,0,0.5,0,0.5,0.5,0.5,1,1,,1,1,1,0.5,1,1,0
10716,Was Lucrezia Tornabuoni the mother of Lorenzo de' Medici ?,4,2,1,1,12,http://dbpedia.org/resource/Khmer_Issarak,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,0,1,,1,1,1,1,1,1,1
10726,Did Phillippe Cabot go to Columbia for studying ?,2,1,1,0,8,http://dbpedia.org/resource/2013–14_Marquette_Golden_Eagles_men's_basketball_team,5,0,0.5,FALSE,0,FALSE,0,,,,,,,,,,,0,,,,,,,,,
10728,Which software uses windows as it's operating system and is written in C++ ?,3,0,2,0,7,"http://dbpedia.org/resource/Lahpet,http://dbpedia.org/resource/Tea",0,1,0,TRUE,1,TRUE,1,,0.5,,,0,,,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0,1,
10729,Which draft team od Dale Mitchell is also the tenant of Master Card center / ?,4,2,2,0,14,"http://dbpedia.org/resource/New_Sanno_Hotel,http://dbpedia.org/resource/Gary_Holder-Winfield",0,2.5,0.5,TRUE,1,TRUE,1,,1,,,0.5,,0,1,1,1,1,,,1,1,0.5,1,1,1,1
10733,What is the owner of Ivanpah Solar Power Facility and the original developer of Dart ?,3,0,1,0,12,http://dbpedia.org/resource/Europe,1,0,0,TRUE,0.5,TRUE,0.5,,,0,1,0,1,1,0,0,1,1,0,0,,0,1,0,0,1,0
10739,Which company builds Microsoft Azure and Microsoft Surface ?,2,1,1,0,9,http://dbpedia.org/resource/Long_Island,2,0,0,TRUE,0.5,TRUE,0.5,1,,1,,0,1,1,1,1,1,1,,,,1,0,1,1,1,0
10740,Which contnet license provider of Microsoft Office Picture Manager is also the game platform of Google Clud Connect ?,3,1,1,1,13,http://dbpedia.org/resource/1211_Avenue_of_the_Americas,5,0,0.5,TRUE,0.5,FALSE,0,,1,,,0,,,,0,1,1,,,0,0,0,0,0,1,0
10741,Did Stan Lee create the Iceman comics ?,3,1,1,1,9,http://dbpedia.org/resource/Gregg_Toland,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,1,1,,1,1,1,1,1,1,
10742,Whihc party of the Mizoram Legislative Assembly is the government type of kumta ?,3,1,1,1,14,http://dbpedia.org/resource/Freedom_of_the_City,4,0,0,TRUE,0.5,FALSE,0,,0,,,0,,,0,0,1,0,,,,0,,,,,
10744,Which division of Serbia national team is also the region of Dobinsk Ice Cave ?,4,2,1,1,10,http://dbpedia.org/resource/Chris-Craft_Industries,2,0,0.5,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,1,,,1,0,1,1,1,1,1
10747,Does the river shannon originate from Dowra ?,3,2,1,0,11,http://dbpedia.org/resource/Lightning_McQueen,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,,,,1,1,,1,,1,1
10749,Does Jevan Snead play as Quarterback ?,2,1,1,0,5,http://dbpedia.org/resource/Blodpalt,1,0,0,TRUE,0.5,TRUE,0.5,,1,,,,1,,,,1,,,,,0,,,,,
10751,Is tahiti in the Society Islands achipelago ?,3,1,2,0,8,"http://dbpedia.org/resource/Caroline_Augusta_Foley_Rhys_Davids,http://dbpedia.org/resource/Buddhism",0,3,0,TRUE,1,TRUE,1,1,0,1,0,0.5,1,,0.5,1,0.5,0.5,,0,0.5,1,1,1,1,1,0
10754,Was Queen Latifah in the U.N.I.T.Y. group ?,2,1,1,0,8,http://dbpedia.org/resource/Bengali_in_Platforms,3,0,0,TRUE,0.5,FALSE,0,0,1,0,,,0,,0,,1,,,,,0,1,0,0,,
10759,Was the Funky Lab Rat released in North America ?,3,1,1,0,14,http://dbpedia.org/resource/Nebraska,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,1,,1,1,1,1,1,0,1,,,1,,1,1,1,
10760,Which is the city closest to both the Lodaiska site and the home of David w brown ?,2,1,1,0,12,http://dbpedia.org/resource/The_Peanuts_Movie,3,0,0,TRUE,0.5,FALSE,0,,1,0,,,0,,,0,1,0,0,,,0,0,,0,,
